SpellId;SpellNameDE;SpellNameEN
91036;Motivieren;Motivate
91038;Werfen;Throw
91041;Urteil des Herzens;Heart's Judgment
91045;Aufwärtshaken;Uppercut
91047;Kampfmagie;Battle Magic
91048;Item - Proc Spell Power;Item - Proc Spell Power
91050;Hinterkopfschlag;Bonk
91053;Raserei;Frenzy
91055;Ziel auswählen;Designate Target
91058;Zwielichtjungtier beschwören;Summon Twilight Hatchling
91061;Bloody Explosion - Hands;Bloody Explosion - Hands
91064;Schlitzende Klauen;Slashing Claws
91067;Detect: Quest Invis Zone 1;Detect: Quest Invis Zone 1
91068;Detect: Quest Invis Zone 2;Detect: Quest Invis Zone 2
91069;Detect: Quest Invis Zone 3;Detect: Quest Invis Zone 3
91070;Detect: Quest Invis Zone 4;Detect: Quest Invis Zone 4
91073;Mau'ari beschwören;Summon Mau'ari
91075;Rachsüchtiger Irrwisch;Vengeful Wisp
91076;Rachsüchtiger Irrwisch;Vengeful Wisp
91077;Wilder Sprung;Frantic Leap
91078;Magensäure;Stomach Acid
91080;Item - Proc Wandering DoT;Item - Proc Wandering DoT
91082;Jujuraserei;Juju Frenzy
91084;Dornenhalskette;Thorned Necklace
91085;Goblinische Hosentaschenbombe platzieren;Place Goblin Pocket-Nuke
91088;Fleisch verzehren;Consume Flesh
91089;Protodrachenskelett;Proto-Drake Skeleton
91090;Klaue;Claw
91098;Update Phase Shift (Current Target);Update Phase Shift (Current Target)
91099;Verrottende Galle;Rotting Bile
91100;Schäumende Magensäure;Churning Stomach Acid
91101;Flammenwerferstrahl;Flamethrower Stream
91102;Fade to Black;Fade to Black
91103;Flammenwerfer;Flamethrower
91104;Sturmfront;Squall Line
91105;Verdauungsaufstoß;Digestive Burst
91106;Finkels Mixtur;Finkle's Mixture
91107;Unheilige Macht;Unholy Might
91108;Artillerieeinschlag;Artillery Impact
91109;Verdauungsaufstoß;Digestive Burst
91110;Sturmfront;Squall Line
91111;Flammenwerfer;Flamethrower
91113;Flammenwerfer;Flamethrower
91114;Gezähmtes Seepferd beschwören;Summon Tamed Sea Horse
91115;Sturmfront;Squall Line
91116;Flammenwerfer;Flamethrower
91117;Cosmetic - Xplosion;Cosmetic - Xplosion
91119;Cosmetic - Immolation (Whole Body) 20 Sec;Cosmetic - Immolation (Whole Body) 20 Sec
91121;Tektonische Erschütterung.;Tektonic Boom
91122;Kill Credit;Kill Credit
91124;Disable Flying Mounts;Disable Flying Mounts
91126;Infantryman KC Dummy;Infantryman KC Dummy
91129;Sturmfront;Squall Line
91131;Gehirn des Alten Gottes beschwören;Summon Old God Brain
91132;Abdruck eines Krakententakels;Imprint of a Kraken Tentacle
91133;Spinnenartige Sonnenuhr;Spidery Sundial
91134;Gedankenschinden;Mind Flay
91135;Leviathan;Leviathan
91136;Leviathan;Leviathan
91137;Item - Proc Spirit On Crit;Item - Proc Spirit On Crit
91138;Läuternde Tränen;Cleansing Tears
91139;Läuternde Tränen;Cleansing Tears
91140;Item - Proc Spirit On Crit;Item - Proc Spirit On Crit
91141;Schlachthymne;Anthem
91142;Item - Proc Haste Rating;Item - Proc Haste Rating
91143;Schlachthymne;Anthem
91144;Item - Proc Haste Rating;Item - Proc Haste Rating
91146;Infanteristenselbstmord;Infantryman Suicide
91147;Segen von Isiset;Blessing of Isiset
91148;Item - Proc Spirit;Item - Proc Spirit
91149;Segen von Isiset;Blessing of Isiset
91150;Item - Proc Spirit;Item - Proc Spirit
91151;Restricted Enable Flying Mounts;Restricted Enable Flying Mounts
91154;Kochmütze;Chef's Hat
91155;Wache Seele;Expansive Soul
91166;Self Stun Forever - Cower Emote;Self Stun Forever - Cower Emote
91168;Fear Cooldown Trigger;Fear Cooldown Trigger
91170;Szepter von Nezar'Azret;Scepter of Nezar'Azret
91171;Spell Cost Reduction;Spell Cost Reduction
91172;Gezähmtes Seepferd beschwören;Summon Tamed Sea Horse
91173;Schnelligkeit;Celerity
91178;Zur Yetihöhle teleporieren;Teleport to Yeti Cave
91179;Flamme der Himmel;Blaze of the Heavens
91180;Flamme der Himmel;Blaze of the Heavens
91181;Flamme der Himmel;Blaze of the Heavens
91183;Yetihinterhalt;Yeti Ambush
91184;Geerdete Seele;Grounded Soul
91185;Flamme der Himmel;Blaze of the Heavens
91186;Item - Proc Spirit;Item - Proc Spirit
91187;Sturmangriff;Charge
91188;Verseuchter Rubinring;Infested Ruby Ring
91189;Flamme der Himmel;Blaze of the Heavens
91190;Yetiniederstoß;Yeti Knockdown
91191;Scheußliche Herzschachtel;Gruesome Heart Box
91192;Lichtmuster;Pattern of Light
91193;Item - Proc Intellect;Item - Proc Intellect
91194;Cosmetic - Stealth Anims;Cosmetic - Stealth Anims
91195;Flamme der Himmel;Blaze of the Heavens
91196;Flamme der Himmel;Blaze of the Heavens
91197;Simsstein mit sechs Klauen;Six-Clawed Cornice
91198;Weisheit des Veteranen;Veteran's Wisdom
91200;Gezähmtes Seepferd beschwören;Summon Tamed Sea Horse
91202;Blackout;Blackout
91204;Yeti Cave - Teleport Timer Aura;Yeti Cave - Teleport Timer Aura
91205;Alphastrahlen;Alpha Beams
91209;Krug mit Jormungarblut;Ewer of Jormungar Blood
91211;Zerknittertes Fahnenband des Wesirs;Vizier's Scrawled Streamer
91212;Anstürmen;Surge
91213;Schmettern;Smash
91214;Segen des Alten Gottes;Blessing of the Old God
91215;Puzzlebox des Yogg-Saron;Puzzle Box of Yogg-Saron
91216;Säureregen;Acid Rain
91218;Geistererscheinung;Ghost Visual
91219;Silberkris des Korl;Silver Kris of Korl
91220;Erschauerndes Gebrüll;Cowering Roar
91221;Kriegsschlägel von Brandauge;Warmaul of Burningeye
91222;Erschüttert;Shaken
91223;Stachelverbundstulpen von Zorneshammer;Spiked Gauntlets of Anvilrage
91224;Wort von Kaiserin Zoe;Word of Empress Zoe
91225;Szepter der Bronzebart;Scepter of Bronzebeard
91226;Die Tochter des Gastwirts;The Innkeeper's Daughter
91227;Stab des Zaubererthans Thaurissan;Staff of Sorcerer-Thane Thaurissan
91233;Gemeiner Kick;Nasty Kickback
91234;Waltz Right In: Beam to Left Hand;Waltz Right In: Beam to Left Hand
91235;Waltz Right In: Beam to Breath;Waltz Right In: Beam to Breath
91236;Waltz Right In: Beam to Chest;Waltz Right In: Beam to Chest
91237;Waltz Right In: Beam to Base;Waltz Right In: Beam to Base
91261;Öffnen;Opening
91262;Wintergrasp - Inactive Enable Flying Mounts;Wintergrasp - Inactive Enable Flying Mounts
91263;Fallen sprengen;Detonate Traps
91264;Ring des Frosts;Ring of Frost
91271;Greif des Irdenen Rings beschwören;Summon Earthen Ring Gryphon
91276;Transition Restricted Enable Flying Mounts;Transition Restricted Enable Flying Mounts
91277;Brennende Seele;Burning Soul
91278;Feuermagenchili;Firegut Chili
91279;Feuermagenchili;Firegut Chili
91281;Kurier der Wildhämmer begleiten;Escorting a Wildhammer Courier
91282;Kurier der Wildhämmer begleiten;Escorting a Wildhammer Courier
91285;Wintergrasp - Active Enable Flying Mounts;Wintergrasp - Active Enable Flying Mounts
91288;Strahlung;Radiation
91289;Knochenschild;Bone Shield
91290;Ehrenabzeichen von Ramkahen;Ramkahen Badge of Valor
91291;Blutsauger;Drain Life
91292;Alkohol trinken;Drink Alcohol
91294;Wirbelnde Klinge;Whirling Blade
91295;Wirbelnde Klinge;Whirling Blade
91296;Eierschale;Egg Shell
91297;Welpen beschwören;Summon Whelps
91298;Cosmetic - Sit (Lower/Upper Body - High/Low Priority) (Anim Kit);Cosmetic - Sit (Lower/Upper Body - High/Low Priority) (Anim Kit)
91299;Glyphe 'Blenden';Glyph of Blind
91300;Blenden;Blind
91301;Feuerblüte beschwören;Summon Fire Blossom
91302;Frostblüte beschwören;Summon Frost Blossom
91303;Bekehrung;Conversion
91304;Schattenpeitsche;Shadow Whip
91305;Mystisches Ei;Mystic Egg
91306;Mystisches Ei;Mystic Egg
91307;Höhnende Schatten;Mocking Shadows
91308;Eierschale;Egg Shell
91309;Sturmangriff;Charge
91310;Mystisches Ei;Mystic Egg
91311;Mystisches Ei;Mystic Egg
91313;Flammenstoß;Flame Blast
91314;Heben;Heave
91315;Ungutes Gefühl;Uneasy Feeling
91317;Verehren;Worshipping
91318;Betreten des Schlachtfeldes;Entering Battleground
91320;Inneres Auge;Inner Eye
91321;Item - Proc Stacking Spirit;Item - Proc Stacking Spirit
91322;Blinder Fleck;Blind Spot
91324;Schattenhafte Berührung;Shadowy Touch
91325;Schattenvortex;Shadow Vortex
91326;Blitzeinschlag;Lightning Strike
91327;Blitzeinschlag;Lightning Strike
91328;Feuerwand;Fire Wall
91329;Feuerwand;Fire Wall
91331;Finstere Gebete;Twisted Devotion
91332;Drek'thar/Crew beschwören;Summon Drek'thar/Crew
91333;Boss schlägt Euch;Boss Hittin' Ya
91334;Boss schlägt Euch;Boss Hittin' Ya
91335;Zerschmettern;Slam
91336;Schweres Haben;Heavy Lifting
91337;Feuerwand;Fire Wall
91338;Nahrungsergänzungsmittel;Dietary Enhancement
91339;Item - Proc Stacking Strength;Item - Proc Stacking Strength
91340;Taifun;Typhoon
91341;Taifun;Typhoon
91342;Schattenmacht;Shadow Infusion
91343;Winzige Schieferspinne;Tiny Shale Spider
91344;Kampf!;Battle!
91345;Begünstigt;Favored
91347;Geysir;Geyser
91348;Weichklopfen;Tenderize
91349;Geysir;Geyser
91350;Geysir;Geyser
91351;Polarisierung;Polarization
91352;Polarisierung;Polarization
91353;Item - Proc Haste On Crit;Item - Proc Haste On Crit
91354;Aid of the Frostwolf Camera;Aid of the Frostwolf Camera
91355;Verhängnis;Fatality
91356;Summon Aid of the Frostwolf Camera;Summon Aid of the Frostwolf Camera
91357;Despawn All Summons;Despawn All Summons
91358;Cancel Cinematic;Cancel Cinematic
91359;See Decorations in Kirthaven;See Decorations in Kirthaven
91360;Drek'thar/Crew beschwören;Summon Drek'Thar/Crew
91361;Item - Proc Strength;Item - Proc Strength
91362;Stoppen;Stop
91363;Ermutigt;Heartened
91364;Ermutigt;Heartened
91365;Item - Proc Strength;Item - Proc Strength
91366;Item - Proc Strength On Crit;Item - Proc Strength On Crit
91367;Phaoris beschwören;Summon Phaoris
91368;Auge der Verdammnis;Eye of Doom
91369;Item - Proc Strength On Crit;Item - Proc Strength On Crit
91370;Auge der Verdammnis;Eye of Doom
91371;Dunkler Spalt;Dark Fissure
91372;Nadun beschwören;Summon Nadun
91373;Rad;Wheel
91374;Kampfstärke;Battle Prowess
91375;Dunkler Spalt;Dark Fissure
91376;Kampfstärke;Battle Prowess
91377;Summon Post-Orsis Event Camera;Summon Post-Orsis Event Camera
91378;Cosmetic - Shaman Unleash Frost State;Cosmetic - Shaman Unleash Frost State
91379;Post-Orsis Master;Post-Orsis Master
91380;Forcecast Post-Orsis Master;Forcecast Post-Orsis Master
91381;Geschwindigkeitsschub;Speed Boost
91382;General Trigger Self;General Trigger Self
91383;Cancel Cinematic;Cancel Cinematic
91384;Ring 1;Ring 1
91385;Ring 2;Ring 2
91386;Ring 3;Ring 3
91387;Geschwindigkeitsschub;Speed Boost
91388;Geschwindigkeitsschub;Speed Boost
91389;Reset Ring List;Reset Ring List
91390;Cosmetic - Custom 01 State (Self);Cosmetic - Custom 01 State (Self)
91391;Lilith Summon Controller;Lilith Summon Controller
91392;Despawn All Summons;Despawn All Summons
91393;Lilith beschwören;Summon Lilith
91395;Verwandlung in einen Agenten des SI:7;SI:7 Operative Transform
91396;Verwandlung in einen Agenten des SI:7;SI:7 Operative Transform
91397;Feuerwand;Fire Wall
91398;Feuerwand;Fire Wall
91399;Wasser!;Water!
91400;Wasser anbieten;Offer Water
91401;Ausrüstungsskalierung;Gear Scaling
91404;Summon Zuni (Lvl 1);Summon Zuni (Lvl 1)
91408;Wirbelwind;Whirlwind
91409;Rauchbombe;Smoke Bomb
91410;Tarnen;Cloak
91414;Enthauptung;Decapitation
91415;Raserei;Frenzy
91416;Invisibility Detection Quest 5;Invisibility Detection Quest 5
91417;Ping Vehicle;Ping Vehicle
91418;Rauchbombe;Smoke Bomb
91419;Knochenwirbel;Bone Flurry
91420;Knochenwirbel;Bone Flurry
91422;Abschluss;Completion
91423;Selbst teleportieren;Teleport Self
91424;Teleport Timer Aura;Teleport Timer Aura
91426;Durchdringender Stoß;Penetrating Strike
91427;Teleport Camera;Teleport Camera
91428;Spiegelbildaura;Mirror Image Aura
91429;Reverse Cast Mirror Image;Reverse Cast Mirror Image
91462;Rauch von Feuer Schnell;Smoke From Fire Fast
91463;Schildwall;Shield Wall
91512;Cosmetic - Immolation (Whole Body) Until Canceled;Cosmetic - Immolation (Whole Body) Until Canceled
91522;Dunkle Berührung;Dark Touch
91527;Harrison beschwören;Summon Harrison
91534;Harrison teleportieren;Teleport Harrison
91538;Klon beschwören;Summon Clone
91539;Summon Camera Bunny;Summon Camera Bunny
91549;Feuer aus dem Himmel initiieren;Fire From the Sky Initialize
91550;Reverse Cast Ride;Reverse Cast Ride
91551;Schlüssel für den Hot Rod;Keys to the Hot Rod
91552;Ping Camera;Ping Camera
91553;Invisible Beam;Invisible Beam
91554;Stinkwolke;Fetid Cloud
91558;Summon Beam Target;Summon Beam Target
91560;Player Summon Beam Target;Player Summon Beam Target
91561;Krankheitswolke;Disease Cloud
91562;Krankheitswolke;Disease Cloud
91563;Lebende Bombe;Living Bomb
91564;Explosion;Explosion
91569;Teleport Clone;Teleport Clone
91570;Harrison teleportieren;Teleport Harrison
91571;Schreddergeschoss;Shredder Round
91572;Helix Chest Bomb Emote;Helix Chest Bomb Emote
91574;Zerstörergeschoss;Destroyer Round
91576;Darnell beschwören;Summon Darnell
91579;Schießen;Shoot
91586;Loot Cannon Powder Ping;Loot Cannon Powder Ping
91587;Force Cannon Powder;Force Cannon Powder
91588;Summon The Bloody Wave (NPC);Summon The Bloody Wave (NPC)
91589;General Trigger (Override Points) (AE);General Trigger (Override Points) (AE)
91590;General Trigger (Override Points);General Trigger (Override Points)
91591;Alten Kutter beschwören;Summon Old Puttery
91592;Force Cast Summon the Bloody Wave;Force Cast Summon the Bloody Wave
91593;Zurückstoßen 15;Knockback 15
91594;Wedding Phase Aura;Wedding Phase Aura
91595;Auftanken;Refuel
91596;Switch Passenger 1 to Seat (Override Points);Switch Passenger 1 to Seat (Override Points)
91597;Zusammenpacken;Wrap-up
91598;Teleport Player - Final;Teleport Player - Final
91599;Fail Quest;Fail Quest
91600;Obelisk von Neferset;Neferset Defiler
91601;Instant Boulder Poof Spawn;Instant Boulder Poof Spawn
91602;Kill Credit - Race 1;Kill Credit - Race 1
91603;Subject Nine: Gizmo Helmet;Subject Nine: Gizmo Helmet
91604;Eingeschränkte Flugzone;Restricted Flight Area
91605;Rennstreckenplan;Course Map
91606;Despawn All Summons;Despawn All Summons
91607;Cancel Cinematic;Cancel Cinematic
91608;Sturmlanzenapokalypse beschwören;Summon Stormpike Apocalypse
91609;Stormpike Apocalypse Camera;Stormpike Apocalypse Camera
91611;Gargoylestoß;Gargoyle Strike
91614;Zakahns Schlangen;Zakahn's Serpents
91615;Verändertes Tier;Altered Beast
91616;Teleport to Cutscene;Teleport to Cutscene
91617;Globaler thermonuklearer Krieg;Global Thermonuclear War
91618;Arkanbeschuss;Arcane Barrage (Impact)
91619;Blitz und Donner;The Lightning and the Thunder
91621;Force Cast Fail Quest;Force Cast Fail Quest
91622;Arkanbeschuss;Arcane Barrage
91623;Arkane Explosion;Arcane Explosion
91624;Magie verstärken;Enhance Magic
91625;Explodieren;Explode
91627;Fade to Black - DGK;Fade to Black - DGK
91628;Summon High Council Event Camera;Summon High Council Event Camera
91629;Knochenschild;Shield of Bones
91630;Phaoris beschwören;Summon Phaoris
91631;Knochenschild;Shield of Bones
91632;Sturmlanzenapokalypse;Stormpike Apocalypse
91633;Erdsog;Earthsurge
91634;Hohepriester beschwören;Summon High Priest
91635;Hochkommandanten beschwören;Summon High Commander
91636;Magruder beschwören;Summon Magruder
91637;Pixin beschwören;Summon Pixin
91638;Goblinische Hosentaschenbombe beschwören;Summon Goblin Pocket Nuke
91639;Quest Invisibility Detection 10;Quest Invisibility Detection 10
91640;Goblinische Hosentaschenbombe beschwören;Summon Goblin Pocket Nuke
91641;Goblinische Hosentaschenbombe beschwören;Summon Goblin Pocket Nuke
91642;Goblinische Hosentaschenbombe beschwören;Summon Goblin Pocket Nuke
91643;Wesir beschwören;Summon Vizier
91644;Wegschnappen;Snatch
91645;High Council Master;High Council Master
91646;Sonnenblume pflanzen;Plant Sunflower
91647;Totemüberladung;Totem Overcharge
91648;Sturmlanzenapokalypse;Stormpike Apocalypse
91649;Speier pflanzen;Plant Spitter
91650;Ängstlicher Provinzsoldat;Frightened Provincial Soldier
91651;Fortschrittsbalken;Progress Bar
91653;Forcecast High Council Master;Forcecast High Council Master
91654;Summon Skyshredder Landing Bunny;Summon Skyshredder Landing Bunny
91656;Forcecast Fade to Black Current Target;Forcecast Fade to Black Current Target
91657;Cancel Cinematic;Cancel Cinematic
91658;Seat 02;Seat 02
91659;Seat 02;Seat 02
91660;Seat 03;Seat 03
91661;Seat 03;Seat 03
91662;Seat 04;Seat 04
91663;Seat 04;Seat 04
91666;Ride Skyshredder Landing Bunny;Ride Skyshredder Landing Bunny
91667;Liliths Demonstration;Lilith's Demonstration
91668;Instabile Stärke;Unstable Strength
91669;Skyshredder Landing Eject, Passenger 1;Skyshredder Landing Eject, Passenger 1
91670;Skyshredder Eject Aura, Passenger 1;Skyshredder Eject Aura, Passenger 1
91671;Lilith's Demonstration (Final Blow);Lilith's Demonstration (Final Blow)
91672;Landing Impact Visual;Landing Impact Visual
91675;Kanonenvorbereitung;Cannon Prep
91677;Eitrige Spucke;Pustulant Spit
91679;Flintlocke Cannon Prep Teleport;Flintlocke Cannon Prep Teleport
91680;Rasenmäher erschaffen;Create Lawnmower
91681;Flintlocke Cannon Prep Stun;Flintlocke Cannon Prep Stun
91682;Flintlocke Cannon Trigger;Flintlocke Cannon Trigger
91683;Fahrzeug des Botanikers erschaffen;Create Botanist's Vehicle
91684;Kopfüber gefangen;Trapped Upside Down
91685;Flintlocke Cannon Flying Effect;Flintlocke Cannon Flying Effect
91686;Eisblock;Ice Block
91687;Solarkraft gewinnen;Gain Solar Power
91688;Solarkraft erschaffen;Create Sun Power
91689;Seuchenfass;Plague Barrel
91691;Personal Invisibility - Yeti Cave;Personal Invisibility - Yeti Cave
91694;Coffer Shield Camo;Coffer Shield Camo
91695;Goblin schleppen;Lugging a Goblin
91696;Ei präsentieren;Present Egg
91698;Frierenden Goblin führen;Guide Freezing Goblin
91704;Felsnuss pflanzen;Plant Rocknut
91707;Sonnenkugel;Sun Sphere
91708;Entsandten beschwören;Summon Envoy
91709;Forcecast Summon Envoy;Forcecast Summon Envoy
91710;Schlingranke pflanzen;Plant Strangler Vine
91711;Netherzauberschutz;Nether Ward
91712;Mirror Image Aura;Mirror Image Aura
91713;Netherzauberschutz;Nether Ward
91722;Kugelfischatmung;Puffer Breath
91723;Schnitterstoß;Reaper Strike
91724;Zauberabwehr;Spell Warding
91725;Flintlocke Cannon Trigger 2;Flintlocke Cannon Trigger 2
91726;Schnittersturmangriff;Reaper Charge
91727;Hochdruckschlag;Pressurized Strike
91729;Forcecast Cannon Prep;Forcecast Cannon Prep
91731;Obsidianverbindung;Obsidian Alloy
91732;Offline;Off-line
91733;Energetisiert;Energized
91737;Feuer!;On Fire!
91738;Explosiver Selbstmord;Explosive Suicide
91739;Zombie erschaffen;Create Zombie
91740;Create Goal Stalker;Create Goal Stalker
91743;Quell des Wissens;Fountain of Knowledge
91744;Seelenschatten;Soul Shadow
91746;Coffer of Promise Completion Event;Coffer of Promise Completion Event
91747;Teleport Player;Teleport Player
91748;Giftspucke;Venom Spit
91749;Windspiel;Wind Chime
91750;Sonnensaftcheat;Sun Juice Cheat
91751;Sicht des Ersten Schamanen;Sight of the First Shaman
91752;Ankunft der Naaru;Arrival of the Naaru
91753;Letzte Reliquie;Last Relic
91754;Den Segen des Alten Gottes empfangen;Receive the Blessing of the Old God
91755;Spott;Taunt
91756;Flüstern;Whisper
91757;Tyrandes Lieblingspuppe;Tyrande's Favorite Doll
91758;Signal Flare Camo;Signal Flare Camo
91759;Skyshredder Explosion;Skyshredder Explosion
91760;Transformation durchleben;Endure the Transformation
91761;Knochen der Transformation;Bones of Transformation
91762;Collier der einhundert Magi;Carcanet of the Hundred Magi
91763;Zauber akzeptieren;Accept Spells
91764;See Invis 11;See Invis 11
91765;See Invis 12;See Invis 12
91766;Silberner Schriftrollenbehälter;Silver Scroll Case
91767;See Invis 13;See Invis 13
91768;Agatha beschwören;Summon Agatha
91769;Schattensichel;Umbra Crescent
91770;Signal Flare 01;Signal Flare 01
91771;Irrwischgestalt;Wisp Form
91773;Irrwischamulett;Wisp Amulet
91774;Signal Flare 01 Kill Credit;Signal Flare 01 Kill Credit
91775;Sandburg;Castle of Sand
91776;Klaue;Claw
91777;Tirisfal Guardian Aura;Tirisfal Guardian Aura
91778;Klauenfeger;Sweeping Claws
91779;Katzenstatuette mit Smaragdaugen;Cat Statue with Emerald Eyes
91780;Skarabäushalskette aus Speckstein;Soapstone Scarab Necklace
91781;Signal Flare 02;Signal Flare 02
91782;Winziges Oasenmosaik;Tiny Oasis Mosaic
91783;Signal Flare 03;Signal Flare 03
91784;Signal Flare 02 Kill Credit;Signal Flare 02 Kill Credit
91785;Graviertes Krummsäbelheft;Engraved Scimitar Hilt
91786;Ziel würgen;Strangle Target
91787;Flintlockes Sprengstoff platzieren;Place Flintlocke's Explosives
91788;Kanonenkugel;Cannonball
91790;Kanope;Canopic Jar
91791;Würgen;Strangle
91792;Skizze eines Wüstenpalastes;Sketch of a Desert Palace
91793;Franclorn Schmiedevaters Pfeife;Pipe of Franclorn Forgewright
91794;Signal Flare 03 Kill Credit;Signal Flare 03 Kill Credit
91795;Skyshredder Cosmetic Explosion;Skyshredder Cosmetic Explosion
91797;Monströser Hieb;Monstrous Blow
91800;Nagen;Gnaw
91801;Tödlicher Stoß;Mortal Strike
91802;Torkelnder Ansturm;Shambling Rush
91804;Pakt der Dunkelheit;Pact of Darkness
91807;Torkelnder Ansturm;Shambling Rush
91808;Zauber abbrechen;Abandon Spell
91809;Sprung;Leap
91810;Schlächter;Slayer
91811;Item - Proc Stacking Strength;Item - Proc Stacking Strength
91813;Ungestüm;Impetuous
91814;Item - Proc Strength;Item - Proc Strength
91815;Geschmolzener Schild;Molten Shield
91816;Zornesherz;Rageheart
91817;Item - Proc Strength;Item - Proc Strength
91818;Three if by Air Completion Event;Three if by Air Completion Event
91819;Geschmolzener Schild;Molten Shield
91820;Teleport Player;Teleport Player
91821;Rennen gegen den Tod;Race Against Death
91822;Item - Proc Haste Rating;Item - Proc Haste Rating
91823;Schattenteleport;Shadow Teleport
91824;Defense of Nahom Credit;Defense of Nahom Credit
91825;Forcecast Defense of Nahom Credit;Forcecast Defense of Nahom Credit
91826;Completion Check;Completion Check
91827;Kilrams Hacken;Kilram's Chop
91828;Freude des Sieges;Thrill of Victory
91829;Fixieren;Fixate
91830;Fixieren;Fixate
91831;Zielen fixieren;Fixate Targeting
91832;Schwarzer Furor;Raw Fury
91833;Item - Proc Stacking Activator (5);Item - Proc Stacking Activator (5)
91834;Ghul erschaffen;Create Ghoul
91835;Fallschirmrucksack;Parachute Pack
91836;Geschmiedeter Furor;Forged Fury
91837;Eitriges Bollwerk;Putrid Bulwark
91838;Zusammenkauern;Huddle
91839;Geschmolzene Schlacke beschwören;Summon Molten Slag
91841;Geschmolzene Schlacke beschwören;Summon Molten Slag
91842;Geschmolzene Schlacke beschwören;Summon Molten Slag
91843;Geschmolzene Schlacke beschwören;Summon Molten Slag
91844;Grundy dreht durch;Grundy Goes Berserk
91846;Energetisieren;Energize
91847;Life Savings: Quest Complete;Life Savings: Quest Complete
91848;Tranformation des Gesichtslosen;Faceless Transformation
91849;Griff des Todes;Grip of Death
91850;Gletschereis erschaffen;Create Glacier Ice
91852;Bouquet halten;Holding a Bouquet
91853;Sturmblitz;Storm Bolt
91854;Schattenteleport;Shadow Teleport
91855;Einen Kranz tragen;Wearing a Wreath
91856;Sense der Unterbrechung;Scythe of Disruption
91857;Überladener Energiegenerator;Overcharged Power Generator
91858;Überladener Energiegenerator;Overcharged Power Generator
91860;Wachsen;Grow
91861;Stapelndes Wachsen;Grow Stacker
91868;See Quest Invis 11;See Quest Invis 11
91870;Mod Aura Vision, Quest Zone-Specific 01;Mod Aura Vision, Quest Zone-Specific 01
91871;Blitzladung;Lightning Charge
91872;Blitzladung;Lightning Charge
91873;Marschall Rotpfad beschwören;Summon Marshal Redpath
91874;Lilian Voss beschwören;Summon Lilian Voss
91875;Wedding Fight Phase Aura;Wedding Fight Phase Aura
91876;Valdred Moray beschwören;Summon Valdred Moray
91877;Waldläuferhauptmann beschwören;Summon Ranger Captain
91878;Waldläufer beschwören;Summon Rangers
91879;Arkaner Kurzschluss;Arcane Blowback
91881;Überladen;Overcharge
91882;Coffer of Promise Completion Event;Coffer of Promise Completion Event
91883;Kill Credit;Kill Credit
91898;See Quest Invis 13;See Quest Invis 13
91920;Abrocken mit Laute;Rocking Out with Lute
91933;Einschüchterndes Gebrüll;Intimidating Roar
91934;Neferset Ambush Threat;Neferset Ambush Threat
91935;Slumped Over;Slumped Over
91938;Darnell beschwören;Summon Darnell
91939;Pestilenz;Pestilence
91940;Fraks Flammenwerfer;Frak's Flamethrower
91941;Flammenwerferstrahl 2.0;Flamethrower Stream 2.0
91942;Leichnam der Scharlachroten auswählen;Select Scarlet Corpse
91943;Fraks Flammenwerfer;Frak's Flamethrower
91945;Reverse Cast Ride Vehicle;Reverse Cast Ride Vehicle
91946;Rauch von Feuer Langsam, Groß;Smoke From Fire Slow, Large
91947;See Quest Invis 14;See Quest Invis 14
91948;See Quest Invis 15;See Quest Invis 15
91949;Wedding Celebration Phase Aura;Wedding Celebration Phase Aura
91950;See Quest Invis 7;See Quest Invis 7
91951;Hat es übertrieben;Overdoing It
91952;See Quest Invis 5;See Quest Invis 5
91953;See Quest Invis 20;See Quest Invis 20
91954;Energetisieren;Energize
91955;Kill Credit and Phase Update;Kill Credit and Phase Update
91956;Summon Fall of Neferset Camera;Summon Fall of Neferset Camera
91957;Ping Signal Flare;Ping Signal Flare
91958;Signal Flare 01 - Current Target;Signal Flare 01 - Current Target
91959;Krazzworks Zeppelin Blackout;Krazzworks Zeppelin Blackout
91960;Signal Flare 02 - Current Target;Signal Flare 02 - Current Target
91961;Gefallenen Unsterblichen beschwören;Summon Falling Immortal
91962;Zur Yetihöhle teleporieren;Teleport to Krazzworks Attack Zeppelin
91963;Signal Flare 03 - Current Target;Signal Flare 03 - Current Target
91964;Forcecast Summon Falling Immortal;Forcecast Summon Falling Immortal
91965;Heldenhafte Entschlossenheit;Heroic Resolution
91966;Fade to Black - LAB;Fade to Black - LAB
91967;Ping Fall of Neferset City Camera;Ping Fall of Neferset City Camera
91968;Forcecast Ping Fall of Neferset City Camera;Forcecast Ping Fall of Neferset City Camera
91969;Der Tod scheidet uns;Death Do Us Part
91970;See Quest Invis 16;See Quest Invis 16
91971;See Quest Invis 17;See Quest Invis 17
91972;Legionäre von Ramkahen beschwören;Summon Ramkahen Legionnaires
91973;Forcecast Summon Ramkahen Legionnaires;Forcecast Summon Ramkahen Legionnaires
91974;Hochkommandant Kamses beschwören;Summon High Commander Kamses
91975;Forcecast Summon Kamses;Forcecast Summon Kamses
91976;Tickers Sprengstoff platzieren;Place Ticker's Explosives
91977;Ungebetener Gast;Wedding Crash
91978;Kalte Füße;Cold Feet
91979;Kalte Füße;Wedding Jitters
91980;tickerexplosion;Ticker Explosion
91981;Ticker Bomb Invis Removal;Ticker Bomb Invis Removal
