AchievementId;NameDE;NameEN;DescriptionDE;DescriptionEN;CategoryId;SpellId
5547;Gib's mir finster!;Glutton for Shadowy Punishment;Fangt während Erzmagier Xylems Prüfung des Schattens in Azshara 20 klagende Seelen, ohne Schaden zu nehmen.;In Archmage Xylem's Trial of Shadow in Azshara, trap 20 Weeping Souls without taking damage.;2940
5561;Siege über Atramedes (Pechschwingenabstieg);Atramedes kills (Blackwing Descent);;;1
6479;Bombös;Bomberman;Löst innerhalb von 15 Sek. 15 Explosionen während der Begegnung mit dem Saboteur Kip'tilak am Tor der Untergehenden Sonne auf dem Schwierigkeitsgrad 'Heroisch' aus.;Trigger 15 explosions within 15 seconds during the Saboteur Kip'tilak encounter in Gate of the Setting Sun on Heroic Difficulty.;1696
6611;Kontinentaler Zähmer;Continental Tamer;Schließt die unten aufgelisteten Haustierschreck-Erfolge ab.;Complete all of the pet battle mauler achievements listed below.;6739
6687;Krawall und Remmidemmi;Getting Hot In Here;Lasst den gesamten Schlachtzug mit Subetai dem Schnellen tanzen, nachdem Ihr von 'Plündern' getroffen wurdet.;Have the entire raid dance with Subetai the Swift after being hit by Pillage.;5074
6749;Erster Stufe-90-Magier des Realms!;Realm First! Level 90 Mage;Erster Magier des Realms, der Stufe 90 erreicht hat.;First mage on the realm to achieve level 90.;2832
6793;Siege über Gara'jal den Geisterbinder (Mogu'shangewölbe, 10 Spieler, Normal);Gara'jal the Spiritbinder kills (10-player Normal Mogu'shan Vaults);;;1
6912;Das Scharlachrote Kloster: Silber;Scarlet Monastery: Silver;Schließt den Herausforderungsmodus des Scharlachroten Klosters mit einer Wertung von 'Silber' oder besser ab.;Complete the Scarlet Monastery Challenge Mode with a rating of Silver or better.;7976
6930;Yaungolisches Barbecue;Yaungolian Barbecue;Schließt das Braumondfest-Szenario ab, ohne dass das Dorf von Angreifern der Bataari angezündet wird.;Complete the Brewmoon Festival scenario without any Bataari invaders setting the village on fire.;2600
7247;Am häufigsten getöteter Schlachtzugsboss in Pandaria;Pandaria raid boss defeated the most;Am häufigsten getöteter Schlachtzugsboss in Pandaria;Pandaria raid boss killed the most;1
7284;...ist des anderen Brot;Is Another Man's Treasure;Findet 20 der verlorenen Schätze, die in Pandaria versteckt sind.;Find 20 of the lost treasures hidden throughout Pandaria.;4948
7308;Kennt Eure Rolle;Know Your Role;Schließt alle täglichen Quests der Shado-Pan-Schwarzwache ab, ohne Schaden durch Monster zu erleiden.;Complete each of the Shado-Pan Blackguard daily quests without taking any damage from monsters.;6464
7336;Diener aus Stein;Stone Servants;Entdeckt die folgenden Artefakte.;Discover the following artifacts.;3784
8374;Schlachten in der Tiefenwindschlucht;Deepwind Gorge battles;Schlachten in der Tiefenwindschlucht;Deepwind Gorge battles;1
374;Höchste 2-Spieler-Teamwertung;Highest 2 man team rating;Höchste 2-Spieler-Teamwertung;Highest 2 man team rating;4
389;Gurubashi Arenameister;Gurubashi Arena Master;Plündert den Schmuck des Arenameisters in der Arena der Gurubashi.;Loot the Arena Master trinket from the Gurubashi Arena.;2977
393;Türme im Alteractal verteidigt;Alterac Valley towers defended;Türme im Alteractal verteidigt;Alterac Valley towers defended;1243604
459;Erster Stufe-80-Krieger des Realms!;Realm First! Level 80 Warrior;Erster Krieger des Realms, der Stufe 80 erreicht hat.;First warrior on the realm to achieve level 80.;1462
678;Heroisch: Zerschmetterte Hallen;Heroic: The Shattered Halls;Bezwingt den Kriegshäuptling Kargath Messerfaust auf dem Schwierigkeitsgrad 'Heroisch'.;Defeat Warchief Kargath Bladefist on Heroic Difficulty.;3827
1362;Siege über Großwitwe Faerlina (Naxxramas, 10 Spieler);Grand Widow Faerlina kills (Naxxramas 10 player);Siege über Großwitwe Faerlina (Naxxramas, 10 Spieler);Grand Widow Faerlina kills (Naxxramas 10 player);1899
1678;Meister der Lehren von Kalimdor;Loremaster of Kalimdor;Schließt die unten aufgelisteten Questerfolge in Kalimdor ab.;Complete the Kalimdor quest achievements listed below.;3491
2000;25 Kochpreise;25 Cooking Awards;Erhaltet 25 Kochpreise.;Obtain 25 Cooking Awards.;2468
2140;Witwenjäger (25 Spieler);Momma Said Knock You Out (25 player);Bezwingt die Großwitwe Faerlina in Naxxramas im 25-Spieler-Modus, ohne dabei Raserei zu bannen oder zu verhindern.;Defeat Grand Widow Faerlina in Naxxramas without dispelling or preventing frenzy in 25-player mode.;543
2787;Champion von Unterstadt;Champion of the Undercity;Erhaltet das Recht, Unterstadt beim Argentumturnier zu vertreten.;Earn the right to represent the Undercity in the Argent Tournament.;3798
4298;Heroisch: Prüfung des Champions;Heroic: Trial of the Champion;Bezwingt die Bosse in der Prüfung des Champions auf dem Schwierigkeitsgrad 'Heroisch'.;Defeat the bosses in the Trial of the Champion on Heroic Difficulty.;370
5154;Gnome mit Klasse;Classy Gnomes;Erreicht Stufe 85 mit jeder der unten aufgelisteten Gnomenklassen.;Reach level 85 on each of the Gnome classes listed below.;3283
5180;Durchbrechen der Schallgrenze;Breaking The Sound Barrier;Erlernt das meisterhafte Reiten.;Learn the master riding skill.;3208
5287;Im Kern verdorben;Rotten to the Core;Bezwingt während des Kampfes gegen Hohepriesterin Azil im Steinernen Kern auf dem Schwierigkeitsgrad 'Heroisch' 60 Jünger innerhalb von 10 Sekunden.;Defeat 60 Disciples within 10 seconds during the High Priestess Azil encounter in the Stonecore on Heroic Difficulty.;3175
5305;Vier gewinnt;Four Play;Bezwingt Al'Akir im Thron der Vier Winde, während er unter dem Effekt von 'Rückkopplung' steht.;Defeat Al'Akir in the Throne of the Four Winds while he is affected by Feedback.;3059
5350;Steingardist(in);Stone Guard;Erreicht eine Schlachtfeldwertung von 1600.;Earn a battleground rating of 1600.;3349
5562;Siege über Atramedes (Heroisch: Pechschwingenabstieg);Atramedes Heroic kills (Blackwing Descent);;;1
5828;Ruhm des Schlachtzüglers der Feuerlande;Glory of the Firelands Raider;Schließt die unten aufgelisteten „Feuerlande“-Schlachtzugserfolge ab.;Complete the Firelands raid achievements listed below.;5522
5849;Den Köder auswerfen: Donnerfels;Fish or Cut Bait: Thunder Bluff;Schließt jede der täglichen Angelquests in Donnerfels ab.;Complete each of the Thunder Bluff fishing daily quests.;5533
5859;Leyaras Vermächtnis;Legacy of Leyara;Schließt die Quests um Leyara auf dem Hyjal und an der Geschmolzenen Front ab.;Complete the Leyara quests in Mount Hyjal and the Molten Front.;3327
6010;Löschen Nordends;Extinguishing Northrend;Entweiht die Freudenfeuer der Allianz in Nordend.;Desecrate the Alliance's bonfires in Northrend.;1920
6476;Rekrutinator;Conscriptinator;Erlangt drei Stapel 'Harzreste', indem Ihr am Tor der Untergehenden Sonne auf dem Schwierigkeitsgrad 'Heroisch' Mantisrekruten bezwingt.;Gain three stacks of Resin Residue by defeating Mantid Conscripts in Gate of the Setting Sun on Heroic Difficulty.;2956
6586;Auf Safari in den Östlichen Königreichen;Eastern Kingdoms Safari;Fangt jedes Kampfhaustier in den Östlichen Königreichen.;Catch every battle pet in Eastern Kingdoms.;6597
6686;Alle sechse gerade sein lassen;Straight Six;Bezwingt Elegon im heroischen oder normalen Modus des Mogu'shangewölbes, nachdem Ihr sechs himmlische Fokusse innerhalb von 10 Sekunden deaktiviert habt.;Deactivate six Empyreal Focuses within 10 seconds of each other, and then defeat Elegon in Mogu'shan Vaults on Normal or Heroic difficulty.;4919
6913;Das Scharlachrote Kloster: Gold;Scarlet Monastery: Gold;Schließt den Herausforderungsmodus des Scharlachroten Klosters mit einer Wertung von 'Gold' ab.;Complete the Scarlet Monastery Challenge Mode with a rating of Gold.;6741
7309;BÄM!;Fire in the Yaung-hole!;Tötet 15 oder mehr Gai-Cho-Kämpfer mit einem einzigen hochexplosiven Ölfass.;Kill 15 or more Gai-Cho combatants with a single Highly Explosive Oil Barrel.;1520
7338;Sammler: Pandarische Teeservice;Collector: Pandaren Tea Sets;Restauriert 5 pandarische Teeservice.;Restore 5 Pandaren Tea Sets.
;3784
7437;Ein würdiger Gegner;A Worthy Opponent;Bezwingt einen der mächtigsten Champions der pandarianischen Völker, die den Kontinent durchwandern.;Defeat one of the powerful champions of the Pandarian races that wander the continent.;6450
7522;Gruft der Vergessenen Könige;Crypt of Forgotten Kings;Schließt das Szenario Gruft der Vergessenen Könige ab.;Complete the Crypt of Forgotten Kings scenario.;6509
7919;Siege über Gara'jal den Geisterbinder (Mogu'shangewölbe, 25 Spieler, Normal);Gara'jal the Spiritbinder kills (25-player Normal Mogu'shan Vaults);;;1
394;Im Alteractal eingenommene Türme;Alterac Valley towers captured;Im Alteractal eingenommene Türme;Alterac Valley towers captured;1243604
396;Gurubashi Arenagroßmeister;Gurubashi Arena Grand Master;Schließt die Quest von Störtebrecher ab, um den Schmuck des Arenagroßmeisters zu erhalten.;Complete Short John Mithril's quest to obtain the Arena Grand Master trinket.;2555
679;Heroisch: Die Mechanar;Heroic: The Mechanar;Bezwingt Pathaleon den Kalkulator auf dem Schwierigkeitsgrad 'Heroisch'.;Defeat Pathaleon the Calculator on Heroic Difficulty.;3688
964;Wie tief kann man fallen?;Going Down?;Fallt 65 Meter, ohne zu sterben.;Fall 65 yards without dying.;2901
1033;Löschen der Scherbenwelt;Extinguishing Outland;Entweiht die Freudenfeuer der Allianz in der Scherbenwelt.;Desecrate the Alliance's bonfires in Outland.;1920
1371;Siege über Grobbulus (Naxxramas, 10 Spieler);Grobbulus kills (Naxxramas 10 player);Siege über Grobbulus (Naxxramas, 10 Spieler);Grobbulus kills (Naxxramas 10 player);97
2001;50 Kochpreise;50 Cooking Awards;Erhaltet 50 Kochpreise.;Obtain 50 Cooking Awards.;2468
2178;Schockierend! (10 Spieler);Shocking! (10 player);Bezwingt Thaddius in Naxxramas im 10-Spieler-Modus, ohne dass ein Spieler im Schlachtzug Schaden durch eine seiner Ladung entgegengesetzte Ladung erhält.;Defeat Thaddius in Naxxramas without anyone in the raid crossing the negative and positive charges in 10-player mode.;1886
2769;Ehrfurchtgebietender Champion von Unterstadt;Exalted Champion of the Undercity;Erreicht in Unterstadt den Status ehrfürchtig und das Recht, Unterstadt beim Argentumturnier zu vertreten.;Earn exalted status with and the right to represent the Undercity in the Argent Tournament.;3798
4516;Die Seelenschmiede;The Forge of Souls;Bezwingt die Bosse in der Seelenschmiede.;Defeat the bosses in The Forge of Souls;4149
5007;Erster Stufe-85-Krieger des Realms!;Realm First! Level 85 Warrior;Erster Krieger des Realms, der Stufe 85 erreicht hat.;First warrior on the realm to achieve level 85.;1462
5155;Zwerge mit Klasse;Classy Dwarves;Erreicht Stufe 85 mit jeder der unten aufgelisteten Zwergenklassen.;Reach level 85 on each of the Dwarven classes listed below.;3286
5288;Ganz und gar nicht statisch;No Static at All;Vermeidet während der Begegnung mit Asaad auf dem Vortexgipfel auf dem Schwierigkeitsgrad 'Heroisch' jegliche 'Statische Aufladung'.;Completely avoid the Static Cling effect during the Asaad encounter in the Vortex Pinnacle on Heroic Difficulty.;5173
5336;Hauptmann;Knight-Lieutenant;Erreicht eine Schlachtfeldwertung von 1700.;Earn a battleground rating of 1700.;3364
5564;Siege über Schimaeron (Pechschwingenabstieg);Chimaeron kills (Blackwing Descent);;;1
5802;Feuerlande;Firelands;Bezwingt die Bosse der Feuerlande.;Defeat the bosses in Firelands.;5423
5850;Den Köder auswerfen: Unterstadt;Fish or Cut Bait: Undercity;Schließt jede der täglichen Angelquests in Unterstadt ab.;Complete each of the Undercity fishing daily quests.;5491
5866;Die Offensive an der Geschmolzenen Front;The Molten Front Offensive;Schaltet Folgendes im Angriff auf die Geschmolzene Front frei.;Unlock each of the following in the attack on the Molten Front.;5423
6169;Ruhm des Schlachtzüglers der Drachenseele;Glory of the Dragon Soul Raider;Schließt die unten aufgelisteten Erfolge des Drachenseele-Schlachtzugs ab.;Complete the Dragon Soul raid achievements listed below.;5702
6585;Auf Safari in Kalimdor;Kalimdor Safari;Fangt jedes Kampfhaustier in Kalimdor.;Catch every battle pet in Kalimdor.;6598
6794;Siege über Gara'jal den Geisterbinder (Mogu'shangewölbe, 10 Spieler, Heroisch);Gara'jal the Spiritbinder kills (10-player Heroic Mogu'shan Vaults);;;1
6897;Herausforderer der Scholomance;Scholomance Challenger;Schließt den Herausforderungsmodus der Scholomance ab.;Complete the Scholomance Challenge Mode.;7977
6945;Mantisschwarm;Mantid Swarm;Bezwingt Raigonn, ohne die Mantis-Verstärkungstruppen zu töten.;Defeat Raigonn without killing any of the Mantid reinforcements.;1771
7310;Verteidiger der Götter;Defender of Gods;Schließt das Shado-Pan-Finale "Überraschungsangriff!" ab.;Complete the Shado-Pan finale, "Surprise Attack!";6463
7358;Sammler: Pandarische Teeservice;Collector: Pandaren Tea Sets;Restauriert 20 pandarische Teeservice.;Restore 20 Pandaren Tea Sets.;3784
7438;Können wir mehr von denen finden?;Could We Find More Like That?;Bezwingt jede Art von pandarianischem Champion.;Defeat one of each type of Pandarian champion.;6450
7933;Und... es macht Spaß!;And... It's Good!;Fliegt durch die Scheiben über der Maschine von Nalak'sha im Mogu'shangewölbe auf dem Schwierigkeitsgrad 'Normal' oder 'Heroisch'.;Fly through the discs above the Engine of Nalak'sha in Mogu'shan Vaults on Normal or Heroic difficulty.;2214
8311;Heroisch: Gruft der Vergessenen Könige;Heroic: Crypt of Forgotten Kings;Schließt das Szenario Gruft der Vergessenen Könige auf dem Schwierigkeitsgrad 'Heroisch' ab.;Complete the Crypt of Forgotten Kings scenario on Heroic Difficulty.;6509
388;Stadtverteidiger;City Defender;Erledigt 50 gegnerische Spieler in einer Eurer Heimatstädte.;Kill 50 enemy players in any of your home cities.;3574
545;Rasur und Haarschnitt;Shave and a Haircut;Besucht einen Barbier und lasst Euch die Haare schneiden.;Visit a Barber Shop and get your hair cut.;2766
680;Heroisch: Die Botanika;Heroic: The Botanica;Bezwingt Warpzweig auf dem Schwierigkeitsgrad 'Heroisch'.;Defeat Warp Splinter on Heroic Difficulty.;3642
1369;Siege über Heigan den Unreinen (Naxxramas, 10 Spieler);Heigan the Unclean kills (Naxxramas 10 player);Siege über Heigan den Unreinen (Naxxramas, 10 Spieler);Heigan the Unclean kills (Naxxramas 10 player);2997
2002;100 Kochpreise;100 Cooking Awards;Erhaltet 100 Kochpreise.;Obtain 100 Cooking Awards.;2468
2179;Schockierend! (25 Spieler);Shocking! (25 player);Bezwingt Thaddius in Naxxramas im 25-Spieler-Modus, ohne dass ein Spieler im Schlachtzug Schaden durch eine seiner Ladung entgegengesetzte Ladung erhält.;Defeat Thaddius in Naxxramas without anyone in the raid crossing the negative and positive charges in 25 player mode.;1886
2788;Champion der Horde;Champion of the Horde;Erhaltet das Recht, alle Fraktionen der Völker der Horde beim Argentumturnier zu vertreten.;Earn the right to represent every Horde race's faction in the Argent Tournament.;3806
4519;Heroisch: Die Seelenschmiede;Heroic: The Forge of Souls;Bezwingt die Bosse in der Seelenschmiede auf dem Schwierigkeitsgrad 'Heroisch'.;Defeat the bosses in The Forge of Souls on Heroic Difficulty;4149
5156;Draenei mit Klasse;Classy Draenei;Erreicht Stufe 85 mit jeder der unten aufgelisteten Draeneiklassen.;Reach level 85 on each of the Draenei classes listed below.;3285
5234;Flaggen auf den Zwillingsgipfeln erobert;Twin Peaks flags captured;Flaggen auf den Zwillingsgipfeln erobert;Twin Peaks flags captured;1243604
5289;Bonushöhle;Extra Credit Bonus Stage;Sammelt während eines einzigen Besuchs auf dem Vortexgipfel auf dem Schwierigkeitsgrad 'Heroisch' 5 goldene Kugeln.;Collect 5 Golden Orbs in a single visit to the Vortex Pinnacle on Heroic Difficulty.;101
5351;Blutgardist(in);Blood Guard;Erreicht eine Schlachtfeldwertung von 1700.;Earn a battleground rating of 1700.;3350
5563;Siege über Schimaeron (Heroisch: Pechschwingenabstieg);Chimaeron Heroic kills (Blackwing Descent);;;1
5807;Heroisch: Beth'tilac;Heroic: Beth'tilac;Bezwingt Beth'tilac in den Feuerlanden auf dem Schwierigkeitsgrad 'Heroisch'.;Defeat Beth'tilac in Firelands on Heroic Difficulty.;5590
5851;Bin mal angeln;Gone Fishin';Schließt alle Erfolge von "Den Köder auswerfen" ab.;Complete each Fish or Cut Bait achievement.;2377
5861;Die Feuerfürsten von Sethrias Nest;The Fiery Lords of Sethria's Roost;Jagt und tötet in Sethrias Nest die folgenden Diener von Ragnaros.;Hunt down and slay the following minions of Ragnaros in Sethria's Roost.;2290
6455;Terrakottatanz;Show Me Your Moves!;Besiegt den Willen des Kaisers im Mogu'shangewölbe auf dem Schwierigkeitsgrad 'Normal' oder 'Heroisch', nachdem alle Schlachtzugsmitglieder innerhalb einer einzigen Ungleichgewichtsphase dasselbe Konstrukt mit 'Opportunistischer Schlag' getroffen haben.;Defeat the Will of the Emperor in Mogu'shan Vaults on Normal or Heroic difficulty after all members of the raid execute an Opportunistic Strike on the same construct within a single Unbalanced phase.;2117
6587;Auf Safari in der Scherbenwelt;Outland Safari;Fangt jedes Kampfhaustier in der Scherbenwelt.;Catch every battle pet in Outland.;6599
6684;Tierschutzverein;Humane Society;Bezwingt Hundemeister Braun in den Scharlachroten Hallen auf dem Schwierigkeitsgrad 'Heroisch', ohne einen Hund zu töten.;Defeat Houndmaster Braun without killing any hounds in Scarlet Halls on Heroic Difficulty.;3510
6750;Erster Stufe-90-Krieger des Realms!;Realm First! Level 90 Warrior;Erster Krieger des Realms, der Stufe 90 erreicht hat.;First warrior on the realm to achieve level 90.;1462
6914;Scholomance: Bronze;Scholomance: Bronze;Schließt den Herausforderungsmodus der Scholomance mit einer Wertung von 'Bronze' oder besser ab.;Complete the Scholomance Challenge Mode with a rating of Bronze or better.;7974
6925;Dungeonmeister von Pandaria;Pandaria Dungeon Hero;Schließt die unten aufgelisteten heroischen Pandaria-Dungeonerfolge ab.;Complete the heroic Pandaria dungeon achievements listed below.;6364
7276;Ballett;Fancy Footwork;Besiegt die Monstrosität des Zorns im Szenario Gruft der Vergessenen Könige, ohne dass jemand während des Kampfes Schaden durch die roten Wolken erleidet.;Defeat the Abomination of Anger in the Crypt of Forgotten Kings scenario without anyone taking damage from the red clouds.;516
7312;Bern ist die Farbe meiner Energie;Amber is the Color of My Energy;Findet die folgenden Getreuen der Klaxxi.;Recover the following Klaxxi Paragons.;6301
7339;Sammler: Pandarische Brettspiele;Collector: Pandaren Game Boards;Restauriert 5 pandarische Brettspiele.;Restore 5 Pandaren Game Boards.;3784
7439;Prächtig!;Glorious!;Jagt und bezwingt jeden pandarianischen Champion.;Hunt down and defeat each and every one of the Pandarian champions.;6450
7920;Siege über Gara'jal den Geisterbinder (Mogu'shangewölbe, 25 Spieler, Heroisch);Gara'jal the Spiritbinder kills (25-player Heroic Mogu'shan Vaults);;;1
8043;Löschen Pandarias;Extinguishing Pandaria;Entweiht das Freudenfeuer der Allianz im Tal der Ewigen Blüten in Pandaria.;Desecrate the Alliance's bonfire in Pandaria's Vale of Eternal Blossoms.;1920
458;Erster Stufe-80-Schurke des Realms!;Realm First! Level 80 Rogue;Erster Schurke des Realms, der Stufe 80 erreicht hat.;First rogue on the realm to achieve level 80.;1834
621;Repräsentant;Represent;Legt einen Wappenrock an.;Equip a tabard.;2637
681;Heroisch: Die Arkatraz;Heroic: The Arcatraz;Bezwingt Herold Horizontiss auf dem Schwierigkeitsgrad 'Heroisch'.;Defeat Harbinger Skyriss on Heroic Difficulty.;3659
1006;Stadtverteidiger;City Defender;Tötet 50 gegnerische Spieler in einer Eurer Heimatstädte.;Kill 50 enemy players in any of your home cities.;3575
1037;Entweihung der Allianz;Desecration of the Alliance;Schließt alle Erfolge zum Löschen der Freudenfeuer ab.;Complete all Extinguishing achievements.;1920
1375;Siege über die Vier Reiter (Naxxramas, 10 Spieler);Four Horsemen kills (Naxxramas 10 player);Siege über die Vier Reiter (Naxxramas, 10 Spieler);Four Horsemen kills (Naxxramas 10 player);2639
1780;Lebt Eure Gefühle;Second That Emotion;Esst jedes der unten aufgelisteten „Emotions“-Nahrungsmittel.;Eat each one of the "emotion" foods listed below.;1854
2180;Subtraktion (10 Spieler);Subtraction (10 player);Bezwingt Thaddius in Naxxramas im 10-Spieler-Modus mit weniger als 9 Leuten.;Defeat Thaddius in Naxxramas with less than 9 players in 10-player mode.;1885
2771;Ehrfurchtgebietender Champion der Horde;Exalted Champion of the Horde;Erreicht den Status ehrfürchtig bei den Fraktionen aller Völker der Horde und das Recht, sie beim Argentumturnier zu vertreten.;Earn exalted status with and the right to represent every Horde race's faction in the Argent Tournament.;3806
4517;Die Grube von Saron;The Pit of Saron;Bezwingt die Bosse in der Grube von Saron.;Defeat the bosses in The Pit of Saron.;4150
5157;Worgen mit Klasse;Classy Worgen;Erreicht Stufe 85 mit jeder der unten aufgelisteten Worgenklassen.;Reach level 85 on each of the Worgen classes listed below.;5212
5235;Flaggen auf den Zwillingsgipfeln zurückgebracht;Twin Peaks flags returned;Flaggen auf den Zwillingsgipfeln zurückgebracht;Twin Peaks flags returned;1
5297;Anschiss für Umbriss;Umbrage for Umbriss;Bezwingt General Umbriss in Grim Batol auf dem Schwierigkeitsgrad 'Heroisch', während er von 'Modguds Bösartigkeit' befallen ist.;Defeat General Umbriss while he is affected with Modgud's Malice in Grim Batol on Heroic Difficulty.;5174
5337;Kürassier;Knight-Captain;Erreicht eine Schlachtfeldwertung von 1800.;Earn a battleground rating of 1800.;3365
5478;Der Limnologe;The Limnologist;Fangt 42 verschiedene Arten von Süßwasserfischen.;Catch 42 different freshwater fish.;5137
5565;Siege über Nefarian (Pechschwingenabstieg);Nefarian kills (Blackwing Descent);;;1
5808;Heroisch: Lord Rhyolith;Heroic: Lord Rhyolith;Bezwingt Lord Rhyolith in den Feuerlanden auf dem Schwierigkeitsgrad 'Heroisch'.;Defeat Lord Rhyolith in Firelands on Heroic Difficulty.;5591
5870;Lagerfeuerromantik;Fireside Chat;Sprecht während des Angriffs auf die Geschmolzene Front mit den folgenden Charakteren.;Speak with the following characters during the attack on the Molten Front.;3288
6427;Moshpit;Mosh Pit;Lasst eine Mischung aus 8 Spielercharakteren und scharlachroten Verteidigern gleichzeitig von Waffenmeister Harlans 'Klingen des Lichts' auf dem Schwierigkeitsgrad 'Heroisch' der Scharlachroten Hallen erfasst werden und besiegt Waffenmeister Harlan danach.;Get a combination of 8 players and Scarlet Defenders caught up in Armsmaster Harlan's Blades of Light simultaneously and then defeat Armsmaster Harlan in Scarlet Halls on Heroic Difficulty.;5993
6588;Auf Safari in Nordend;Northrend Safari;Fangt jedes Kampfhaustier in Nordend.;Catch every battle pet in Northrend.;6600
6915;Scholomance: Silber;Scholomance: Silver;Schließt den Herausforderungsmodus der Scholomance mit einer Wertung von 'Silber' oder besser ab.;Complete the Scholomance Challenge Mode with a rating of Silver or better.;7978
6926;Meister der Gelassenheit;Tranquil Master;Befreit Pandaria von der Sha-Verderbnis, indem Ihr jede bekannte Manifestation negativer Emotion bezwingt.;Purge Pandaria of Sha corruption, defeating each known manifestation of negative emotion.;2209
6937;Übereifrig;Overzealous;Besiegt den kaiserlichen Wesir Zor'lok im Herzen der Angst, während jedes Mitglied des Schlachtzugs von 'Eifriger Parasit' betroffen ist.;Defeat Imperial Vizier Zor'lok while every member of the raid is afflicted with the Zealous Parasite debuff.;6283
6986;Siege über die vier Könige (Mogu'shangewölbe, Schlachtzugsbrowser);Four Kings kills (LFR Mogu'shan Vaults);;;1
7275;Es ist eine Falle!;It's a Trap!;Tretet im Szenario Gruft der Vergessenen Könige auf eine Bodenfalle.;Step on a floor trap in the Crypt of Forgotten Kings scenario.;2018
7313;Einmal Klaxxi - immer Klaxxi;Stay Klaxxi;Schließt 5 tägliche Quests der Klaxxi ab, während ihr unter jedem der folgenden Stärkungseffekte steht.;Complete 5 Klaxxi daily quests with each of the following buffs.;6298
7359;Sammler: Pandarische Brettspiele;Collector: Pandaren Game Boards;Restauriert 20 pandarische Brettspiele.;Restore 20 Pandaren Game Boards.;3784
7932;Auswärtssieg;I'm In Your Base, Killing Your Dudes;Tötet alle drei Helden der gegnerischen Fraktion in der Krasarangwildnis.;Kill all three of the opposing faction's champions in Krasarang Wilds.;4899
272;Fackeljongleur;Torch Juggler;Jongliert in Dalaran 40 Fackeln in 15 Sekunden.;Juggle 40 torches in 15 seconds in Dalaran.;2944
395;In der Kriegshymnenschlucht eingenommene Flaggen;Warsong Gulch flags captured;In der Kriegshymnenschlucht eingenommene Flaggen;Warsong Gulch flags captured;1243604
603;Der Zorn der Horde;Wrath of the Horde;Erringt 5 ehrenhafte Siege über Allianzspieler in den unten aufgelisteten Städten.;Kill 5 Alliance players in each of the cities listed below.;2815
682;Heroisch: Terrasse der Magister;Heroic: Magister's Terrace;Bezwingt Kael'thas Sonnenwanderer auf dem Schwierigkeitsgrad 'Heroisch'.;Defeat Kael'thas Sunstrider on Heroic Difficulty.;3664
1020;Zehn Wappenröcke;Ten Tabards;Legt 10 einzigartige Wappenröcke an.;Equip 10 unique tabards.;2637
1374;Siege über Instrukteur Razuvious (Naxxramas, 10 Spieler);Instructor Razuvious kills (Naxxramas 10 player);Siege über Instrukteur Razuvious (Naxxramas, 10 Spieler);Instructor Razuvious kills (Naxxramas 10 player);2639
1781;Tierbändiger;Critter Gitter;Überzeugt mit Hilfe von Tierhappen innerhalb von höchstens 3 Minuten 10 Tiere, Euer Haustier zu werden.;Using Critter Bites, coerce 10 critters to be your pet within 3 minutes or less.;2482
2181;Subtraktion (25 Spieler);Subtraction (25 player);Bezwingt Thaddius in Naxxramas im 25-Spieler-Modus mit weniger als 21 Leuten.;Defeat Thaddius in Naxxramas with less than 21 players in 25-player mode.;1885
2816;Ehrfurchtgebietender Argentumchampion der Horde;Exalted Argent Champion of the Horde;Erreicht bei allen Hordenfraktionen einen ehrfürchtigen Ruf und erlangt das Recht, jede von ihnen beim Argentumturnier zu repräsentieren.;Earn exalted status with and the right to represent every Horde race's faction in the Argent Tournament.;3806
4520;Heroisch: Die Grube von Saron;Heroic: The Pit of Saron;Bezwingt die Bosse in der Grube von Saron auf dem Schwierigkeitsgrad 'Heroisch'.;Defeat the bosses in The Pit of Saron on Heroic Difficulty.;4150
5008;Erster Stufe-85-Schurke des Realms!;Realm First! Level 85 Rogue;Erster Schurke des Realms, der Stufe 85 erreicht hat.;First rogue on the realm to achieve level 85.;1834
5298;Aus ungelegten Eiern schlüpfen keine Drachen;Don't Need to Break Eggs to Make an Omelet;Bezwingt Erudax in Grim Batol auf dem Schwierigkeitsgrad 'Heroisch', bevor ein gesichtsloser Verschlinger beginnt, auf eines von Alexstraszas Eiern 'Zwielichtverderbnis' zu wirken.;Defeat Erudax without letting a Faceless Corruptor begin to cast Twilight Corruption on any of Alexstrasza's Eggs in Grim Batol on Heroic Difficulty.;3480
5352;Zornbringer(in);Legionnaire;Erreicht eine Schlachtfeldwertung von 1800.;Earn a battleground rating of 1800.;3351
5479;Ozeanograph;The Oceanographer;Fangt 31 verschiedene Salzwasserfische.;Catch 31 different saltwater fish.;5136
5566;Siege über Nefarian (Heroisch: Pechschwingenabstieg);Nefarian Heroic kills (Blackwing Descent);;;1
5806;Heroisch: Shannox;Heroic: Shannox;Bezwingt Shannox in den Feuerlanden auf dem Schwierigkeitsgrad 'Heroisch'.;Defeat Shannox in Firelands on Heroic Difficulty.;5592
5862;Lächerliche Geschwindigkeit;Ludicrous Speed;Erringt während der Quest "Schwarmruf" auf dem Hyjal 65 Stapel von 'Segeln'.;While on the quest Call the Flock in Mount Hyjal, obtain 65 stacks of Soar.;1530
6589;Auf Safari in Pandaria;Pandaria Safari;Fangt jedes Kampfhaustier in Pandaria.;Catch every battle pet in Pandaria.;6601
6624;Pandaren mit Klasse;Classy Pandaren;Erreicht Stufe 90 mit jeder der unten aufgelisteten Pandarenklassen.;Reach level 90 on each of the Pandaren classes listed below.;6625
