itemid;iconname
55638;INV_Bracer_18
55641;INV_Belt_13
55642;INV_Belt_12
55643;INV_Belt_12
55644;INV_Belt_13
55645;INV_Belt_14
55646;INV_Belt_13
55647;INV_Boots_Cloth_05
55648;INV_Boots_Cloth_05
55650;INV_Boots_Plate_01
55651;INV_Boots_Plate_08
55652;INV_Boots_Plate_09
55653;INV_Boots_Cloth_12
55654;INV_Boots_Cloth_12
55658;INV_Boots_Plate_01
55659;INV_Boots_Plate_09
55660;INV_Boots_Cloth_12
55661;INV_Boots_Cloth_12
55663;INV_Misc_Cape_19
55664;Spell_Arcane_ArcaneTorrent
55666;INV_Bracer_09
55669;INV_Bracer_02
55670;INV_Bracer_02
55671;INV_Bracer_18
55672;INV_Belt_13
55673;INV_Belt_13
55675;INV_Belt_14
55676;INV_Belt_13
55680;
55681;
55682;
55685;
55686;
55687;
55688;
55689;INV_Misc_Bag_11
55691;INV_Belt_03
55695;INV_Shoulder_98
55696;INV_Shoulder_HaremMatron_D_01
55698;INV_Wand_12
55700;Spell_Frost_WizardMark
55701;
55702;
55703;INV_Chest_Plate04
55704;
55705;
55706;
55707;
55708;INV_Gauntlets_51
55709;INV_Axe_76
55711;INV_Staff_67
55712;INV_axe_2h_stratholme_d_01
55715;INV_knife_1h_stratholme_d_03
55717;INV_Staff_83
55718;INV_Staff_34
55719;INV_Weapon_Shortblade_77
55720;INV_Wand_07
55723;INV_Helmet_124
55726;INV_Bracer_17
55727;INV_Belt_12
55728;INV_Boots_Plate_08
55733;INV_Shoulder_99
55734;INV_Shoulder_103
55735;INV_Helmet_139
55738;INV_Pants_Cloth_21
55740;INV_Misc_Bandana_03
55742;INV_Shoulder_95
55747;INV_Bracer_09
55748;INV_Belt_12
55749;INV_Boots_Cloth_05
55750;INV_Belt_13
55751;INV_Bracer_02
55752;INV_Boots_Cloth_12
55753;INV_Bracer_17
55754;INV_Belt_14
55755;INV_Boots_Plate_01
55757;INV_Gauntlets_49
55760;INV_Pants_Leather_21
55762;INV_Spear_03
55763;INV_PANTS_MAIL_25
55771;INV_Pants_Plate_20
55772;INV_Gauntlets_53
55773;INV_Misc_Rune_14
55774;INV_Staff_90
55780;INV_Misc_Pelt_14
55781;INV_Axe_82
55782;INV_Axe_85
55783;Spell_Nature_FarSight
55784;Spell_Arcane_TeleportOrgrimmar
55785;Spell_Nature_Lightning
55786;Spell_Holy_DivinePurpose
55787;INV_Misc_Book_07
55788;INV_Chest_Plate02
55790;INV_Gauntlets_28
55792;INV_Pants_Plate_05
55796;INV_Sword_07
55801;INV_CHEST_PLATE_23
55802;INV_GAUNTLETS_62
55803;INV_HELMET_98
55804;INV_PANTS_PLATE_27
55805;INV_SHOULDER_62
55806;INV_CHEST_PLATE_23
55807;INV_GAUNTLETS_62
55808;INV_HELMET_98
55809;INV_PANTS_PLATE_27
55810;INV_SHOULDER_62
55811;INV_CHEST_PLATE_23
55812;INV_GAUNTLETS_62
55813;INV_HELMET_98
55814;INV_PANTS_PLATE_27
55815;INV_SHOULDER_62
55816;INV_CHEST_PLATE_23
55817;INV_CHEST_PLATE_23
55818;INV_WEAPON_SHORTBLADE_71
55819;INV_CHEST_PLATE_23
55820;INV_CHEST_PLATE_23
55821;INV_CHEST_PLATE_23
55822;INV_Hammer_01
55823;Spell_Fire_Burnout
55824;INV_Mace_14
55825;INV_Shoulder_97
55826;INV_SHOULDER_62
55827;INV_SHOULDER_62
55828;INV_SHOULDER_62
55829;INV_PANTS_PLATE_27
55830;INV_PANTS_PLATE_27
55831;INV_PANTS_PLATE_27
55833;INV_PANTS_PLATE_27
55834;INV_PANTS_PLATE_27
55835;INV_PANTS_PLATE_27
55836;INV_GAUNTLETS_62
55837;INV_GAUNTLETS_62
55838;INV_GAUNTLETS_62
55839;INV_GAUNTLETS_62
55840;INV_GAUNTLETS_62
55841;INV_GAUNTLETS_62
55844;INV_GAUNTLETS_65
55845;INV_Pants_Plate_01
55847;INV_CHEST_MAIL_02
55848;INV_CHEST_MAIL_02
55854;INV_Pants_Mail_26
55855;INV_Pants_Mail_26
55856;INV_PANTS_LEATHER_27
55857;INV_Chest_Leather_13
55858;INV_Chest_Leather_13
55859;INV_Chest_Leather_13
55861;INV_Chest_Leather_12
55862;INV_Chest_Leather_12
55863;Spell_Fire_MasterOfElements
55865;INV_Gauntlets_49
55866;INV_Gauntlets_49
55867;INV_Gauntlets_49
55869;INV_Pants_Leather_25
55872;INV_Pants_Leather_23
55873;INV_Pants_Leather_25
55874;INV_Pants_Leather_23
55876;INV_Pants_Leather_25
55877;INV_Chest_Cloth_24
55878;INV_Gauntlets_64
55880;INV_Gauntlets_64
55881;INV_Gauntlets_64
55882;INV_Gauntlets_64
55884;INV_Belt_39
55885;INV_Pants_Cloth_28
55886;INV_Pants_Cloth_28
55888;INV_Pants_Cloth_28
55889;INV_Pants_Cloth_28
55890;INV_Chest_Cloth_63
55891;INV_Sword_01
55892;INV_Sword_111
55894;INV_Chest_Cloth_63
55895;INV_Chest_Cloth_63
55896;INV_Chest_Cloth_63
55897;INV_Chest_Cloth_63
55900;INV_Boots_Chain_05
55901;INV_Boots_Cloth_14
55903;INV_Belt_34
55904;INV_Shield_49
55905;INV_Jewelry_Ring_27
55906;INV_Axe_61
55908;INV_Chest_Leather_10
55909;
55910;
55911;
55912;INV_Boots_Plate_06
55913;
55925;INV_Axe_98
55926;INV_Axe_98
55927;INV_Axe_98
55928;INV_Weapon_Bow_50
55929;INV_Weapon_Bow_50
55930;INV_Weapon_Bow_50
55931;INV_Weapon_Crossbow_32
55932;INV_Weapon_Crossbow_32
55933;INV_Weapon_Crossbow_32
55943;INV_Misc_Cape_Naxxramas_02
55944;INV_Weapon_Hand_19
55945;INV_Weapon_Hand_19
55946;INV_Weapon_Hand_19
55947;Ability_Druid_Eclipse
55948;INV_Weapon_Hand_19
55949;INV_Weapon_Hand_19
55950;INV_Weapon_Hand_19
55953;INV_Mace_72
55954;INV_Mace_72
55955;INV_Mace_72
55956;INV_Misc_Book_11
55959;INV_Misc_Book_01
55960;INV_Misc_Book_09
55961;Spell_Frost_FrozenCore
55962;INV_Belt_31
55964;INV_Shoulder_101
55965;INV_Weapon_Halberd_29
55966;INV_Weapon_Halberd_29
55974;INV_Axe_30
55975;INV_Sword_120
55976;INV_Pants_Leather_11
55980;INV_Misc_Book_05
55981;INV_Misc_Book_05
55982;INV_Misc_Book_08
55983;INV_Chest_Plate12
55984;INV_Mace_60
55986;INV_Boots_Plate_09
55987;INV_Boots_Cloth_16
55988;INV_Bracer_15
55989;INV_Bracer_05
55990;INV_Bracer_17
55991;INV_Gauntlets_73
55992;INV_Pants_Plate_02
55993;INV_Belt_22
55994;Ability_Paladin_GaurdedbytheLight
55995;Ability_Warrior_SwordandBoard
55996;Trade_BrewPoison
55997;Ability_Warrior_Rampage
56001;INV_Weapon_Crossbow_21
56004;INV_Sword_110
56005;INV_Chest_Cloth_30
56006;INV_Bracer_05
56007;INV_Belt_07
56009;INV_Gauntlets_07
56011;INV_Shoulder_06
56012;INV_Shoulder_74
56014;INV_Gauntlets_12
56017;INV_Gauntlets_06
56018;INV_Belt_35
56021;INV_Chest_Leather_01
56026;INV_Chest_Cloth_17
56027;INV_Jewelry_Ring_35
56033;INV_Pants_Plate_16
56034;INV_Bracer_12
56035;INV_Jewelry_Ring_57
56042;INV_Boots_Plate_04
56045;INV_Misc_Lantern_01
56046;INV_Fabric_Moonshroud
56047;INV_Fabric_Ebonweave
56048;INV_Fabric_Spellweave
56049;INV_Misc_Bandage_Frostweave
56050;INV_Misc_Bandage_Frostweave_Heavy
56051;INV_Crown_01
56052;INV_Helmet_36
56054;INV_Pants_Leather_02
56055;INV_Pants_Cloth_06
56056;INV_Pants_Cloth_12
56062;INV_Boots_Plate_06
56067;INV_Gizmo_TheBiggerOne
56069;INV_Sword_31
56070;INV_Misc_Cape_12
56071;INV_Chest_Chain_15
56072;INV_Shoulder_02
56075;INV_Weapon_Crossbow_12
56079;INV_Scroll_16
56080;INV_Staff_11
56081;INV_Boots_Cloth_17
56082;
56083;INV_Belt_03
56085;INV_Boots_Cloth_12
56086;INV_Axe_03
56091;INV_Boots_Cloth_10
56092;INV_Boots_Chain_03
56093;INV_Belt_11
56097;INV_Shoulder_75
56099;INV_Pants_Mail_02
56100;Ability_PierceDamage
56103;INV_Jewelry_Ring_26
56104;INV_Jewelry_Ring_54
56105;INV_Chest_Cloth_25
56106;INV_Chest_Plate07
56112;INV_Misc_Powder_Purple
56113;INV_Spear_01
56114;INV_Misc_Cape_20
56115;Inv_Misc_ammo_Gunpowder_05
56117;INV_CHEST_LEATHER_15
56118;INV_Misc_Powder_Green
56120;INV_Chest_Mail_05
56121;INV_Pants_Leather_23
56122;INV_Helmet_133
56123;INV_Mace_08
56124;INV_Shield_04
56126;INV_Chest_Cloth_63
56127;INV_Chest_Plate20
56128;INV_Gauntlets_69
56129;INV_HELMET_95
56130;INV_PANTS_MAIL_25
56131;INV_Pants_Cloth_09
56132;INV_Boots_Chain_13
56133;INV_Boots_Plate_07
56134;INV_Bracer_15
56135;INV_Shoulder_04
56136;INV_Belt_13
56137;INV_Gauntlets_17
56138;INV_Belt_27
56140;INV_Weapon_Shortblade_67
56141;INV_Chest_Cloth_17
56142;INV_Sword_121
56143;INV_Helmet128
56145;INV_Helmet128
56146;INV_Helmet128
56147;INV_Helmet_139
56148;INV_Wand_12
56149;INV_Helmet_139
56150;INV_Axe_09
56153;INV_Helmet_139
56154;INV_Gauntlets_64
56156;INV_Chest_Cloth_63
56157;INV_Axe_04
56158;INV_Shoulder_99
56159;INV_Shoulder_99
56160;INV_Gauntlets_64
56162;INV_Helmet_25
56163;INV_Chest_Cloth_63
56164;INV_Pants_Cloth_28
56165;INV_Shoulder_99
56168;
56169;
56170;
56171;
56172;INV_Chest_Cloth_63
56173;INV_Pants_Cloth_28
56174;Ability_Mount_Drake_Red
56175;INV_Weapon_Rifle_31
56176;INV_Weapon_Rifle_31
56177;INV_Weapon_Rifle_31
56178;INV_Inscription_TarotBerserker
56179;INV_Inscription_TarotDeath
56180;INV_Pants_Plate_10
56181;INV_Inscription_TarotGreatness
56182;INV_Inscription_TarotIllusion
56183;INV_Pants_Plate_23
56188;INV_Pants_Plate_15
56189;INV_Belt_34
56190;INV_Misc_Cape_21
56191;INV_Belt_33
56192;INV_Boots_Plate_06
56195;INV_Pants_Plate_18
56196;INV_Boots_Plate_07
56200;INV_Pants_Mail_10
56202;INV_Axe_97
56203;INV_Weapon_Hand_01
56204;INV_Axe_97
56205;INV_Belt_14
56206;INV_Staff_71
56207;INV_Misc_Cape_18
56208;INV_Axe_97
56210;INV_Weapon_Rifle_01
56213;INV_Shoulder_29
56215;INV_Bracer_17
56216;INV_Belt_12
56218;INV_Helmet_13
56219;INV_Sword_95
56220;INV_Weapon_Shortblade_91
56221;
56222;
56224;
56225;
56226;INV_Weapon_Shortblade_90
56227;INV_Weapon_Shortblade_90
56229;
56230;
56231;
56232;
56234;
56235;
56236;INV_Staff_89
56237;
56238;INV_Staff_87
56240;INV_Axe_97
56241;INV_Hammer_29
56242;
56243;INV_Belt_01
56244;
56245;INV_Axe_04
56247;INV_Weapon_Shortblade_91
56248;INV_Staff_88
56249;
56250;INV_Belt_01
56251;
56252;INV_Staff_87
56253;
56254;INV_Belt_01
56255;INV_Hammer_29
56256;INV_Weapon_Hand_19
56257;INV_Weapon_Hand_19
56258;INV_Weapon_Shortblade_91
56259;INV_Staff_88
56260;INV_Gauntlets_17
56261;INV_Shoulder_102
56262;INV_Bracer_18
56263;INV_Inscription_TarotPrism
56264;INV_Inscription_TarotLords
56265;INV_Inscription_TarotChaos
56266;INV_Inscription_TarotUndeath
56267;INV_Chest_Chain_16
56269;INV_Helmet_20
56273;
56274;
56275;
56276;INV_Shirt_01
56277;
56278;
56279;
56281;
56282;
56283;INV_Egg_09
56284;
56285;
56286;
56287;
56288;INV_Misc_Basket_01
56289;
56290;INV_Shoulder_02
56291;
56293;INV_Belt_13
56295;INV_CHEST_LEATHER_16
56296;INV_Pants_Mail_11
56297;INV_Boots_Plate_06
56301;INV_Belt_40
56302;INV_Weapon_Shortblade_63
56304;INV_Sword_109
56305;INV_Shoulder_98
56306;Ability_Mount_Drake_Bronze
56307;Ability_Mount_Drake_Blue
56308;Ability_Mount_Drake_Proto
56309;INV_Chest_Chain_09
56310;INV_Gauntlets_15
56312;INV_Pants_Mail_16
56314;INV_Gauntlets_25
56315;INV_Pants_Mail_01
56316;INV_Boots_Plate_07
56317;INV_Scroll_15
56318;INV_Belt_09
56319;INV_Scroll_12
56320;INV_Scroll_16
56321;INV_Bracer_06
56322;INV_Gauntlets_17
56323;INV_Pants_Mail_02
56324;INV_Boots_08
56326;INV_Chest_Plate15
56328;INV_Gauntlets_10
56329;INV_Gauntlets_08
56330;INV_Chest_Plate03
56331;INV_Gauntlets_14
56332;INV_Helmet_108
56333;INV_Belt_04
56334;INV_Belt_23
56335;INV_Belt_24
56337;INV_Belt_12
56339;INV_Jewelry_Ring_14
56342;INV_Gauntlets_26
56343;INV_Sword_111
56344;INV_Helmet_18
56345;INV_Boots_Chain_07
56346;INV_Boots_Chain_07
56347;Ability_Mount_Mammoth_Brown
56349;INV_Boots_08
56350;INV_Helmet_123
56351;INV_Pants_Plate_15
56352;INV_Pants_Leather_13
56353;INV_Helmet_04
56354;INV_Gauntlets_29
56355;INV_Bracer_07
56357;INV_Boots_07
56359;INV_Boots_Chain_10
56360;INV_Boots_Chain_03
56361;INV_Enchant_ShardGlowingLarge
56362;INV_Boots_Chain_09
56363;INV_DataCrystal02
56364;INV_DataCrystal01
56365;INV_Bracer_15
56366;INV_Bracer_17
56368;Ability_Mount_Mammoth_Black
56370;INV_Chest_Plate07
56371;INV_Chest_Plate10
56372;INV_Chest_Leather_03
56373;INV_Chest_Plate02
56374;INV_Gauntlets_28
56375;INV_Gauntlets_03
56376;INV_Belt_24
56378;INV_Chest_Plate08
56380;Ability_Mount_Mammoth_White
56381;INV_Chest_Plate12
56385;Spell_Holy_Aspiration
56386;INV_Shoulder_76
56387;INV_Gauntlets_22
56388;INV_Misc_Cape_01
56389;INV_Gauntlets_05
56391;INV_Belt_27
56392;INV_Belt_32
56393;INV_Boots_Plate_01
56394;INV_Gauntlets_30
56397;INV_Bracer_07
56398;INV_Boots_Leather_02
56399;INV_Boots_08
56400;INV_Chest_Leather_01
56405;
56406;
56407;
56408;
56409;INV_Staff_87
56410;INV_Hammer_29
56411;INV_Weapon_Shortblade_90
56412;INV_Weapon_Halberd_29
56413;INV_Staff_88
56414;INV_Shield_61
56415;INV_Shield_61
56416;INV_Shield_61
56417;INV_Helmet_141
56418;INV_GAUNTLETS_58
56419;INV_Pants_Leather_23
56420;INV_Chest_Leather_12
56421;INV_Shoulder_98
56422;INV_Bracer_09
56423;INV_Belt_12
56424;INV_Boots_Cloth_05
56426;INV_Pants_Cloth_28
56428;INV_Shoulder_99
56429;INV_Helmet_139
56431;INV_Gauntlets_64
56432;INV_Pants_Cloth_28
56434;INV_Chest_Cloth_63
56436;INV_Chest_Leather_06
56437;INV_Helmet_139
56438;INV_Gauntlets_64
56439;INV_Pants_Cloth_28
56441;INV_Chest_Leather_02
56442;INV_Chest_Cloth_63
56443;INV_Chest_Chain_11
56444;INV_Bracer_02
56445;INV_Chest_Plate10
56447;INV_Pants_Mail_09
56449;
56450;INV_Boots_08
56451;INV_Belt_21
56452;INV_Pants_Leather_03
56453;INV_Boots_Chain_01
56454;INV_Bracer_17
56457;INV_Gauntlets_21
56458;INV_Enchant_DreamShard_01
56459;INV_Enchant_DreamShard_02
56460;INV_Enchant_EssenceCosmicLesser
56461;INV_Enchant_EssenceCosmicGreater
56462;INV_Misc_Dust_Infinite
56463;
56464;
56465;INV_Enchant_AbyssCrystal
56467;INV_Rod_EnchantedCobalt
56468;INV_Bracer_18
56469;INV_Bracer_14
56470;INV_Boots_05
56471;
56474;INV_Chest_Cloth_43
56476;INV_Chest_Cloth_43
56477;INV_Shirt_01
56479;INV_Wand_05
56480;
56482;Ability_UpgradeMoonGlaive
56483;INV_Pants_Mail_04
56484;INV_Chest_Leather_06
56485;INV_Boots_Chain_06
56486;INV_Shoulder_29
56488;INV_Misc_Cape_16
56495;INV_Boots_Chain_11
56496;INV_Boots_Cloth_06
56497;INV_Belt_06
56499;INV_Gauntlets_22
56500;INV_Chest_Plate09
56501;INV_Shield_50
56504;INV_Chest_Leather_01
56505;INV_Chest_Plate07
56508;INV_Weapon_Bow_12
56510;INV_Gauntlets_01
56512;INV_Chest_Chain_09
56513;INV_DataCrystal08
56514;INV_Misc_AhnQirajTrinket_03
56516;INV_Bracer_15
56517;INV_Bracer_17
56518;INV_Bracer_17
56520;INV_Belt_10
56521;INV_Bracer_09
56522;INV_Belt_10
56523;INV_Belt_24
56524;INV_Belt_14
56526;INV_Belt_27
56527;INV_Helmet_63
56532;INV_Helmet_122
56534;INV_Helmet_110
56537;INV_Misc_Cape_19
56538;INV_Misc_Cape_14
56539;INV_Boots_Cloth_16
56540;INV_Boots_Cloth_03
56541;INV_Boots_Chain_11
56542;INV_Boots_Plate_08
56546;INV_Helmet_08
56547;INV_Shoulder_19
56548;
56549;
56550;
56551;
56553;INV_Misc_Orb_05
56555;INV_Helmet_25
56556;
56557;INV_Misc_Cape_02
56558;INV_Jewelry_Ring_43
56560;INV_Wand_11
56561;INV_Bracer_16
56562;INV_Wand_12
56563;INV_Gauntlets_30
56564;INV_Pants_Leather_03
56565;INV_Bracer_09
56566;INV_Misc_Cape_08
56567;INV_Jewelry_Ring_42
56568;INV_Pants_Leather_13
56569;INV_Pants_Plate_17
56570;INV_Chest_Chain_12
56571;INV_Belt_09
56572;INV_Shoulder_80
56573;INV_Shoulder_80
56574;INV_Pants_Plate_20
56575;INV_Helmet_106
56576;INV_Chest_Chain_08
56577;INV_Bracer_05
56578;INV_Bracer_13
56579;INV_Misc_SurgeonGlove_01
56580;INV_Bracer_07
56581;INV_Pants_Leather_07
56582;INV_Chest_Chain_13
56583;INV_Gauntlets_26
56584;INV_Boots_Plate_04
56585;INV_Bracer_17
56587;INV_Pants_Mail_15
56589;INV_Belt_19
56590;INV_Boots_Chain_06
56591;INV_Shoulder_73
56592;INV_Inscription_MinorGlyph13
56595;INV_Pants_Mail_03
56596;INV_Pants_Plate_15
56597;INV_Shoulder_25
56598;INV_Boots_Plate_04
56599;INV_Shoulder_25
56600;INV_Gauntlets_10
56601;INV_Belt_13
56602;INV_Bracer_13
56603;INV_Bracer_17
56604;INV_Belt_11
56605;INV_Chest_Leather_05
56606;INV_Belt_07
56607;INV_Belt_03
56608;INV_Chest_Chain_06
56609;INV_Chest_Plate03
56610;INV_Gauntlets_13
56612;INV_Boots_Cloth_11
56613;INV_Wand_27
56614;INV_Wand_27
56616;INV_Wand_27
56617;INV_Wand_27
56622;
56623;INV_CHEST_PLATE_23
56626;
56628;
56629;
56630;
56631;
56632;
56633;
56634;INV_Gauntlets_32
56635;INV_Jewelry_Necklace_37
56636;INV_Jewelcrafting_Gem_42
56637;INV_Staff_37
56639;Spell_Shadow_SeedOfDestruction
56640;INV_Wand_02
56641;INV_Misc_ArmorKit_29
56642;INV_Misc_ArmorKit_31
56643;INV_Misc_ArmorKit_32
56644;INV_Misc_ArmorKit_33
56645;INV_Misc_NerubianChitin_01
56646;INV_Misc_MonsterScales_19
56647;Ability_Mount_PolarBear_Black
56648;Ability_Mount_PolarBear_White
56649;Ability_Mount_PolarBear_Brown
56650;Ability_Mount_PolarBear_White
56651;INV_Sword_121
56652;INV_Misc_Bag_20
56653;INV_Misc_Quiver_05
56654;INV_Shirt_04
56656;INV_Shield_55
56657;INV_Rod_Titanium
56658;INV_Weapon_Hand_05
56662;INV_Weapon_Hand_09
56663;INV_Sword_130
56664;INV_Jewelry_Ring_12
56665;INV_Misc_Book_01
56666;
56667;INV_Misc_Fork&Knife
56672;INV_Pants_Mail_14
56673;INV_Pants_Mail_15
56675;INV_Boots_Chain_06
56676;INV_Boots_07
56677;INV_Boots_04
56678;INV_Pants_Leather_09
56679;INV_Chest_Fur
56680;INV_Pants_06
56681;INV_Bracer_10
56684;INV_Belt_02
56687;INV_Bracer_10
56688;INV_Gauntlets_05
56690;INV_Boots_Chain_07
56691;INV_Pants_Leather_09
56692;INV_Shoulder_16
56693;INV_Boots_04
56694;INV_Bracer_07
56695;INV_Chest_Leather_14
56696;INV_Misc_Cape_14
56697;INV_Misc_Cape_14
56699;INV_Belt_14
56701;INV_Helmet_04
56702;INV_Bracer_09
56703;INV_Chest_Leather_10
56704;INV_Gauntlets_05
56705;INV_Pants_Leather_25
56706;INV_Shoulder_87
56708;INV_Boots_08
56709;INV_Belt_04
56711;INV_Bracer_15
56712;INV_Belt_29
56715;INV_Pants_Leather_09
56716;INV_Belt_22
56718;INV_Helmet_121
56719;INV_Boots_Cloth_07
56720;INV_Helmet_09
56721;
56722;INV_Chest_Chain_15
56724;INV_Boots_Chain_06
56725;INV_Boots_Chain_07
56726;INV_Gauntlets_30
56727;
56728;INV_Belt_23
56729;INV_Gauntlets_30
56730;INV_Shirt_01
56731;INV_Pants_Mail_18
56732;INV_Shoulder_77
56733;INV_Boots_Chain_07
56735;INV_Helmet_110
56736;INV_Pants_Mail_17
56737;INV_Misc_Cape_14
56738;INV_Misc_Cape_13
56739;
56741;INV_Enchant_FormulaGood_01
56744;
56745;INV_Chest_Plate09
56746;
56747;INV_Boots_Plate_07
56749;INV_Shoulder_30
56750;INV_Enchant_FormulaSuperior_01
56751;INV_HELMET_127
56752;INV_Pants_Plate_12
56753;INV_HELMET_98
56754;
56755;INV_Chest_Plate09
56756;
56757;INV_Boots_Plate_07
56758;INV_Gauntlets_05
56759;INV_Gauntlets_28
56760;INV_HELMET_98
56761;
56762;INV_Chest_Plate09
56763;
56764;INV_Jewelry_Ring_45
56765;INV_Jewelry_Ring_44
56766;INV_Jewelry_Ring_AhnQiraj_03
56767;
56768;INV_Chest_Plate09
56769;
56772;
56774;INV_Bracer_16
56776;INV_Boots_Plate_09
56777;INV_Chest_Plate19
56780;Spell_Shadow_ShadowPower
56781;INV_Belt_22
56782;Achievement_Dungeon_Ulduar77
56783;INV_Jewelry_Talisman_03
56784;INV_Chest_Cloth_23
56785;INV_Chest_Leather_01
56786;INV_Box_04
56787;INV_Chest_Plate09
56788;INV_Chest_Cloth_29
56789;INV_Chest_Plate05
56790;INV_Gizmo_02
56791;INV_Helmet_04
56792;INV_Helmet_104
56793;INV_Enchant_FormulaEpic_01
56795;INV_Rod_Platinum
56796;INV_Weapon_ShortBlade_03
56798;
56799;
56800;
56801;
56802;INV_Pants_04
56803;
56804;
56805;INV_Belt_20
56806;
56807;INV_Boots_08
56809;INV_Gauntlets_23
56810;
56811;INV_Shirt_01
56812;
56813;INV_Pants_03
56814;
56815;INV_Gauntlets_05
56816;
56817;
56818;INV_Belt_13
56819;INV_Pants_Leather_13
56820;
56821;
56822;
56823;
56824;
56825;
56826;INV_Boots_04
56827;
56828;
56829;INV_Chest_Chain_15
56830;
56831;INV_Bracer_07
56832;
56833;
56834;INV_Boots_Plate_04
56835;
56836;
56837;
56838;
56839;
56840;INV_Boots_Chain_08
56841;
56843;
56844;
56845;
56846;
56847;
56848;
56849;
56850;
56851;
56852;
56853;INV_Pants_02
56854;INV_Boots_Wolf
56855;
56856;
56860;
56861;
56862;
56864;Spell_Shadow_ConeOfSilence
56865;INV_Shirt_16
56866;
56867;Spell_Shadow_BlackPlague
56868;INV_Pants_Leather_02
56869;INV_Pants_Mail_02
56870;INV_Pants_Cloth_12
56871;INV_Pants_Leather_01
56872;INV_Pants_Plate_30
56873;INV_Jewelry_Ring_69
56874;INV_Jewelry_Ring_AhnQiraj_01
56875;INV_Jewelry_Ring_AhnQiraj_04
56876;INV_Pants_Mail_13
56877;INV_Gizmo_01
56878;INV_Gizmo_04
56879;INV_Weapon_ShortBlade_10
56883;INV_Gauntlets_29
56884;INV_Misc_Key_06
56885;INV_Shield_61
56886;INV_Shield_61
56887;INV_Shield_61
56888;INV_Wand_23
56889;INV_Wand_11
56890;INV_Wand_09
56891;INV_Wand_22
56892;INV_Wand_11
56893;INV_Wand_05
56894;INV_Wand_22
56895;INV_Wand_01
56896;INV_Wand_11
56897;INV_Wand_18
56898;INV_Wand_10
56901;INV_Mace_35
56902;INV_Sword_40
56903;INV_Sword_Draenei_01
56904;INV_Weapon_Bow_15
56905;INV_Mace_31
56907;INV_Gauntlets_11
56908;INV_Weapon_Rifle_03
56909;INV_Weapon_Crossbow_14
56910;INV_Spear_06
56912;INV_Staff_07
56913;
56914;INV_Chest_Cloth_38
56915;INV_Misc_Bag_15
56916;
56917;
56918;
56922;INV_CHEST_MAIL_02
56923;INV_Crown_02
56924;INV_Helmet_125
56925;INV_CHEST_MAIL_02
56926;INV_CHEST_MAIL_02
56927;INV_Chest_Cloth_28
56928;INV_PANTS_MAIL_25
56929;INV_Bracer_28
56930;INV_BELT_36
56931;INV_PANTS_MAIL_25
56932;INV_PANTS_MAIL_25
56934;INV_Helmet_140
56935;INV_Helmet_140
56936;INV_Helmet_140
56937;INV_Pants_Mail_07
56938;INV_GAUNTLETS_65
56939;INV_GAUNTLETS_65
56940;INV_GAUNTLETS_65
56941;INV_Shoulder_104
56942;INV_Shoulder_104
56943;INV_Shoulder_75
56944;INV_Shoulder_104
56945;INV_Bracer_18
56946;INV_Bracer_18
56947;INV_Belt_13
56948;INV_Belt_13
56949;INV_Boots_Plate_09
56950;INV_Boots_Plate_09
56951;INV_Boots_Cloth_11
56953;INV_Bracer_12
56954;Achievement_Halloween_Witch_01
56955;INV_Hammer_31
56956;INV_Hammer_31
56957;INV_Hammer_31
56958;INV_Gauntlets_11
56959;INV_Mace_1H_Stratholme_D_01
56960;
56961;
56962;
56963;INV_Pants_Leather_12
56964;INV_Pants_Plate_16
56965;INV_CHEST_MAIL_02
56966;INV_GAUNTLETS_65
56967;INV_Helmet128
56968;INV_Pants_Mail_26
56969;INV_Shoulder_101
56970;INV_Bracer_18
56971;INV_Belt_13
56972;INV_Boots_Plate_09
56976;INV_Drink_22
56978;INV_Drink_22
56981;INV_Drink_22
56982;INV_Inscription_Tradeskill01
56985;INV_Drink_11
56988;INV_Gauntlets_05
56989;INV_Alchemy_Elixir_02
56990;INV_Alchemy_Elixir_05
56991;INV_Alchemy_Potion_05
56992;INV_Potion_164
56993;INV_Alchemy_Elixir_06
56994;INV_Potion_112
56995;INV_Drink_02
56996;INV_Boots_Plate_02
56997;INV_Boots_Plate_08
56998;INV_Boots_Chain_03
56999;INV_Boots_08
57001;INV_Boots_Cloth_03
57002;INV_Boots_Cloth_09
57003;INV_Shield_32
57005;INV_Alchemy_Potion_03
57007;INV_Boots_08
57008;INV_Boots_08
57009;INV_Boots_Chain_01
57010;INV_Alchemy_Potion_02
57011;INV_Boots_03
57012;INV_Alchemy_Potion_01
57013;INV_Alchemy_Potion_06
57014;INV_Alchemy_Potion_04
57016;INV_Gauntlets_17
57017;INV_Gauntlets_17
57018;INV_Gauntlets_17
57020;INV_Gauntlets_17
57021;INV_Potion_161
57023;INV_Chest_Chain_15
57024;INV_Alchemy_Elixir_04
57025;INV_Gauntlets_25
57027;INV_Pants_Mail_15
57028;INV_Alchemy_EndlessFlask_05
57029;INV_Helmet_27
57030;INV_Alchemy_EndlessFlask_03
57031;INV_Alchemy_EndlessFlask_02
57032;INV_Alchemy_Potion_Empty
57033;INV_Helmet_62
57034;
57035;INV_Belt_14
57036;
57037;
57038;
57040;
57042;INV_Chest_Cloth_12
57043;INV_Misc_Bandage_08
57044;
57046;
57048;
57049;
57050;
57051;INV_Chest_Chain_09
57052;Spell_Holy_SealOfSacrifice
57054;
