avid;avname;avdesc;avcat;
5019;Allein im Dunkeln - Gildenedition;Bezwingt Yogg-Saron in einer Gildengruppe ohne die Unterstützung der Wächter.;15086;
5020;Genug beobachtet - Gildenedition;Bezwingt Algalon den Beobachter in einer Gildengruppe.;15086;
5021;Der Ruf des Kreuzzugs - Gildenedition;Bezwingt Anub'arak in der Prüfung des Kreuzfahrers auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15086;
5022;Der Zwielichtzerstörer - Gildenedition;Bezwingt Halion im Rubinsanktum auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15086;
5023;Der Frostthron - Gildenedition;Bezwingt den Lichkönig in der Eiskronenzitadelle auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15086;
5024;Mehr Erfolg durch Chemie;Erstellt 3.000 Fläschchen von Cataclysm.;15080;
5025;Staub, Staub und nochmals Staub!;Entzaubert 25.000 Gegenstände.;15080;
5026;Dinnerparty;Richtet 1.500 Festmahle an.;15080;
5027;Stengel über Stengel;Sammelt 100.000 Pflanzen.;15080;
5028;Häuten für das täglich Brot;Häutet 50.000 Leichen.;15080;
5029;Mordsgilde;Erringt 250.000 ehrenhafte Siege.;15078;
5030;Mächtiger Mineur;Baut 100.000 Erz und Steine ab.;15080;
5031;Schlächter der Horde;Schließt die unten aufgelisteten „Schlächter“-Erfolge ab.;15078;
5032;Extraordinärer Edelsteinschleifer;Schleift 2.500 Edelsteine von mindestens überragender Qualität.;15080;
5035;Meisterhandwerker;Stellt 500 epische Gegenstände mit einer Gegenstandsstufe von mindestens 359 her.;15080;
5036;Das ist ein ganzer Haufen Köder;Fangt 10.000 Fische aus Fischschwärmen.;15080;
5037;Gilde: Todesminen;Bezwingt „Kapitän“ Krümel, während Ihr in einer Gildengruppe seid.;15082;
5038;Gilde: Flammenschlund;Bezwingt Lavawächter Gordoth, während Ihr in einer Gildengruppe seid.;15082;
5039;Gilde: Höhlen des Wehklagens;Bezwingt Mutanus den Verschlinger, während Ihr in einer Gildengruppe seid.;15082;
5040;Gilde: Burg Schattenfang;Bezwingt Lord Godfrey, während Ihr in einer Gildengruppe seid.;15082;
5041;Gilde: Tiefschwarze Grotte;Bezwingt Aku'mai, während Ihr in einer Gildengruppe seid.;15082;
5042;Gilde: Verlies von Sturmwind;Bezwingt Hogger, während Ihr in einer Gildengruppe seid.;15082;
5043;Gilde: Kral der Klingenhauer;Bezwingt Charlga Klingenflanke, während Ihr in einer Gildengruppe seid.;15082;
5044;Gilde: Gnomeregan;Bezwingt Robogenieur Thermadraht, während Ihr in einer Gildengruppe seid.;15082;
5045;Gilde: Hügel der Klingenhauer;Bezwingt Amnennar den Kältebringer, während Ihr in einer Gildengruppe seid.;15082;
5046;Gilde: Das Scharlachrote Kloster;Bezwingt Hochinquisitorin Weißsträhne im Scharlachroten Kloster, während Ihr in einer Gildengruppe seid.;15082;
5047;Gilde: Uldaman;Bezwingt Archaedas, während Ihr in einer Gildengruppe seid.;15082;
5048;Gilde: Zul'Farrak;Bezwingt Häuptling Ukorz Sandskalp, während Ihr in einer Gildengruppe seid.;15082;
5049;Gilde: Maraudon;Bezwingt Prinzessin Theradras, während Ihr in einer Gildengruppe seid.;15082;
5050;Gilde: Versunkener Tempel;Bezwingt Eranikus' Schemen, während Ihr in einer Gildengruppe seid.;15082;
5051;Gilde: Schwarzfelstiefen;Bezwingt Imperator Dagran Thaurissan, während Ihr in einer Gildengruppe seid.;15082;
5052;Gilde: Untere Schwarzfelsspitze;Bezwingt Oberanführer Wyrmthalak, während Ihr in einer Gildengruppe seid.;15082;
5053;Gilde: König des Düsterbruchs;Schließt erfolgreich alle Düsterbruch-Dungeons ab, während Ihr in einer Gildengruppe seid.;15082;
5054;Gilde: Scholomance;Bezwingt die Anführer von Scholomance, während Ihr in einer Gildengruppe seid.;15082;
5055;Gilde: Stratholme;Bezwingt die bösen Drahtzieher der Invasion von Stratholme, während Ihr in einer Gildengruppe seid.;15082;
5056;Gilde: Geschmolzener Kern;Bezwingt Ragnaros, während Ihr in einer Gildengruppe seid.;15082;
5057;Gilde: Pechschwingenhort;Bezwingt Nefarian, während Ihr in einer Gildengruppe seid.;15082;
5058;Gilde: Tempel von Ahn'Qiraj;Bezwingt C'Thun, während Ihr in einer Gildengruppe seid.;15082;
5059;Gilde: Ruinen von Ahn'Qiraj;Bezwingt Ossirian den Narbenlosen, während Ihr in einer Gildengruppe seid.;15082;
5060;Heroisch: Schwarzfelshöhlen;Bezwingt Aszendentenfürst Obsidius in den Schwarzfelshöhlen auf dem Schwierigkeitsgrad 'Heroisch'.;15067;
5061;Heroisch: Thron der Gezeiten;Bezwingt Ozumat im Thron der Gezeiten auf dem Schwierigkeitsgrad 'Heroisch'.;15067;
5062;Heroisch: Grim Batol;Bezwingt Erudax in Grim Batol auf dem Schwierigkeitsgrad 'Heroisch'.;15067;
5063;Heroisch: Der Steinerne Kern;Bezwingt Hohepriesterin Azil im Steinernen Kern auf dem Schwierigkeitsgrad 'Heroisch'.;15067;
5064;Heroisch: Der Vortexgipfel;Bezwingt Asaad auf dem Vortexgipfel auf dem Schwierigkeitsgrad 'Heroisch'.;15067;
5065;Heroisch: Hallen des Ursprungs;Bezwingt Rajh in den Hallen des Ursprungs auf dem Schwierigkeitsgrad 'Heroisch'.;15067;
5066;Heroisch: Verlorene Stadt der Tol'vir;Bezwingt Siamat, Herrscher des Südwinds, in der Verlorenen Stadt der Tol'vir auf dem Schwierigkeitsgrad 'Heroisch'.;15067;
5067;Gilde - Heroisch: Höllenfeuerbollwerk;Bezwingt die Anführer des Höllenfeuerbollwerks auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15084;
5068;Gilde - Heroisch: Blutkessel;Bezwingt Keli'dan den Brecher auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15084;
5069;Gilde - Heroisch: Sklavenunterkünfte;Bezwingt Quagmirran auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15084;
5070;Gilde - Heroisch: Tiefensumpf;Bezwingt die Schattenmutter auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15084;
5071;Gilde - Heroisch: Managruft;Bezwingt Nexusprinz Shaffar auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15084;
5072;Gilde - Heroisch: Auchenaikrypta;Bezwingt Exarch Maladaar auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15084;
5073;Gilde - Heroisch: Flucht von Durnholde;Bezwingt den Epochenjäger auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15084;
5074;Gilde - Heroisch: Sethekkhallen;Bezwingt Klauenkönig Ikiss auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid;15084;
5075;Gilde - Heroisch: Schattenlabyrinth;Bezwingt Murmur auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid;15084;
5076;Gilde - Heroisch: Öffnung des Dunklen Portals;Bezwingt Aeonus auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15084;
5077;Gilde - Heroisch: Dampfkammer;Bezwingt Kriegsherr Kalithresh auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid;15084;
5078;Gilde - Heroisch: Zerschmetterte Hallen;Bezwingt Kriegshäuptling Kargath Messerfaust auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15084;
5079;Gilde - Heroisch: Mechanar;Bezwingt Pathaleon den Kalkulator auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15084;
5080;Gilde - Heroisch: Botanika;Bezwingt Warpzweig auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15084;
5081;Gilde - Heroisch: Arcatraz;Bezwingt Herold Horizontiss auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15084;
5082;Gilde - Heroisch: Terrasse der Magister;Bezwingt Kael'thas Sonnenwanderer auf 'Heroisch', während Ihr in einer Gildengruppe seid.;15084;
5083;Heroisch: Todesminen;Bezwingt Vanessa van Cleef in den Todesminen auf dem Schwierigkeitsgrad 'Heroisch'.;15067;
5084;Gilde: Karazhan;Bezwingt Prinz Malchezaar in Karazhan, während Ihr in einer Gildengruppe seid.;15084;
5086;Gilde: Gruuls Unterschlupf;Bezwingt Gruul den Drachenschlächter in Gruuls Unterschlupf, während Ihr in einer Gildengruppe seid.;15084;
5087;Gilde: Magtheridons Kammer;Bezwingt Magtheridon in Magtheridons Kammer, während Ihr in einer Gildengruppe seid.;15084;
5088;Gilde: Höhle des Schlangenschreins;Bezwingt Lady Vashj in der Höhle des Schlangenschreins, während Ihr in einer Gildengruppe seid.;15084;
5089;Gilde: Festung der Stürme;Bezwingt Kael'thas Sonnenwanderer in der Festung der Stürme, während Ihr in einer Gildengruppe seid.;15084;
5090;Gilde: Schlacht um den Hyjal;Bezwingt Archimonde in der Schlacht um den Hyjal, während Ihr in einer Gildengruppe seid.;15084;
5091;Gilde: Schwarzer Tempel;Bezwingt Illidan Sturmgrimm im Schwarzen Tempel, während Ihr in einer Gildengruppe seid.;15084;
5092;Gilde: Sonnenbrunnenplateau;Bezwingt Kil'jaeden auf dem Sonnenbrunnenplateau, während Ihr in einer Gildengruppe seid.;15084;
5093;Heroisch: Burg Schattenfang;Bezwingt Lord Godfrey in Burg Schattenfang auf dem Schwierigkeitsgrad 'Heroisch'.;15067;
5094;Heroisch: Magmaul;Bezwingt Magmaul im Pechschwingenabstieg auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
5095;Gilde - Heroisch: Burg Utgarde;Bezwingt Ingvar den Brandschatzer auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15085;
5096;Gilde - Heroisch: Nexus;Bezwingt Keristrasza auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15085;
5097;Gilde - Heroisch: Azjol-Nerub;Bezwingt Anub'arak auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15085;
5098;Gilde - Heroisch: Ahn'kahet;Bezwingt Herold Volazj auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15085;
5099;Gilde - Heroisch: Drak'Tharon;Bezwingt den Prophet Tharon'ja auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15085;
5100;Gilde - Heroisch: Violette Festung;Bezwingt Cyanigosa in der Violetten Festung auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15085;
5101;Gilde - Heroisch: Gundrak;Bezwingt Gal'darah auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15085;
5102;Gilde - Heroisch: Hallen des Steins;Bezwingt Tribunal der Zeitalter in den Hallen des Steins auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15085;
5103;Gilde - Heroisch: Hallen der Blitze;Bezwingt Loken auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15085;
5104;Gilde - Heroisch: Oculus;Bezwingt Leywächter Eregos auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15085;
5105;Gilde - Heroisch: Turm Utgarde;Bezwingt König Ymiron auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15085;
5106;Gilde - Heroisch: Das Ausmerzen von Stratholme;Bezwingt Mal'Ganis auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15085;
5107;Heroisch: Omnotron-Verteidigungssystem;Bezwingt das Omnotron-Verteidigungssystem im Pechschwingenabstieg auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
5108;Heroisch: Maloriak;Bezwingt Maloriak im Pechschwingenabstieg auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
5109;Heroisch: Atramedes;Bezwingt Atramedes im Pechschwingenabstieg auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
5110;Gilde - Heroisch: Prüfung des Champions;Bezwingt den Schwarzen Ritter in der Prüfung des Champions auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15085;
5111;Gilde - Heroisch: Prüfung des Champions;Bezwingt den Schwarzen Ritter in der Prüfung des Champions auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15085;
5112;Gilde - Heroisch: Seelenschmiede;Bezwingt den Verschlinger der Seelen in der Seelenschmiede auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15085;
5113;Gilde - Heroisch: Grube von Saron;Bezwingt Geißelfürst Tyrannus und Raufang in der Grube von Saron auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15085;
5114;Gilde - Heroisch: Hallen der Reflexion;Überlebt das Aufeinandertreffen mit dem Lichkönig auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15085;
5115;Heroisch: Schimaeron;Bezwingt Schimaeron im Pechschwingenabstieg auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
5116;Heroisch: Nefarian;Bezwingt Nefarian im Pechschwingenabstieg auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
5117;Heroisch: Valiona und Theralion;Bezwingt Valiona und Theralion in der Bastion des Zwielichts auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
5118;Heroisch: Halfus Wyrmbrecher;Bezwingt Halfus Wyrmbrecher in der Bastion des Zwielichts auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
5119;Heroisch: Rat der Aszendenten;Bezwingt den Rat der Aszendenten in der Bastion des Zwielichts auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
5120;Heroisch: Cho'gall;Bezwingt Cho'gall in der Bastion des Zwielichts auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
5121;Heroisch: Sinestra;Bezwingt Sinestra in der Bastion des Zwielichts auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
5122;Heroisch: Konklave des Windes;Bezwingt das Konklave des Windes im Thron der Vier Winde auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
5123;Heroisch: Al'Akir;Bezwingt Al'Akir im Thron der Vier Winde auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
5124;Gilde: Dungeonheld von Nordend;Schließt die unten aufgelisteten heroischen Nordend-Dungeonerfolge ab, während Ihr in einer Gildengruppe seid.;15079;
5126;Dungeondiplomat;Erreicht bei den unten aufgelisteten Dungeons einen ehrfürchtigen Ruf.;15089;
5127;Schlachtzugsdiplomat;Erreicht bei den unten aufgelisteten Schlachtzügen einen ehrfürchtigen Ruf.;15089;
5128;Klassische Schlachtfelder;Erreicht bei den unten aufgelisteten klassischen Schlachtfeldern einen ehrfürchtigen Ruf.;15089;
5129;Botschafter;Erreicht bei 25 Fraktionen einen ehrfürchtigen Ruf.;15089;
5130;Diplomatie;Erreicht bei 15 Fraktionen einen ehrfürchtigen Ruf.;15089;
5131;Klassische Schlachtfelder;Erreicht bei den unten aufgelisteten klassischen Schlachtfeldern einen ehrfürchtigen Ruf.;15089;
5132;Die Pflicht ruft;Gewinnt ein gewertetes Schlachtfeld, während Ihr in einer Gildengruppe seid.;15090;
5134;Gilde - Heroisch: Schwarzfelshöhlen;Bezwingt Aszendentenfürst Obsidius auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15083;
5135;Gilde - Heroisch: Thron der Gezeiten;Bezwingt Ozumat im Thron der Gezeiten auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15083;
5136;Gilde - Heroisch: Steinerner Kern;Bezwingt Hohepriesterin Azil im Steinernen Kern auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15083;
5137;Gilde - Heroisch: Vortexgipfel;Bezwingt Asaad auf dem Vortexgipfel auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15083;
5138;Gilde - Heroisch: Grim Batol;Bezwingt Erudax in Grim Batol auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15083;
5139;Gilde - Heroisch: Hallen des Ursprungs;Bezwingt Rajh in den Hallen des Ursprungs auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15083;
5140;Gilde - Heroisch: Verlorene Stadt der Tol'vir;Bezwingt Siamat, Herrscher des Südwinds, in der Verlorenen Stadt der Tol'vir auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15083;
5141;Gilde - Heroisch: Todesminen;Bezwingt Vanessa van Cleef in den Todesminen auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15083;
5142;Gilde - Heroisch: Burg Schattenfang;Bezwingt Lord Godfrey in Burg Schattenfang auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15083;
5143;Gilde: Dungeonheld des Kataklysmus;Schließt die unten aufgelisteten heroischen Cataclysm-Dungeonerfolge ab, während Ihr in einer Gildengruppe seid.;15079;
5144;Tierbeseitigungsbrigade;Tötet 50.000 Kleintiere;15088;
5145;Dungeondiplomat;Erreicht bei den unten aufgelisteten Dungeons einen ehrfürchtigen Ruf.;15089;
5151;Menschen mit Klasse;Erreicht Stufe 85 mit jeder der unten aufgelisteten Menschenklassen.;15088;
5152;Spitzenklasse;Schließt die unten aufgelisteten Klassenerfolge ab.;15088;
5153;Nachtelfen mit Klasse;Erreicht Stufe 85 mit jeder der unten aufgelisteten Nachtelfenklassen.;15088;
5154;Gnome mit Klasse;Erreicht Stufe 85 mit jeder der unten aufgelisteten Gnomenklassen.;15088;
5155;Zwerge mit Klasse;Erreicht Stufe 85 mit jeder der unten aufgelisteten Zwergenklassen.;15088;
5156;Draenei mit Klasse;Erreicht Stufe 85 mit jeder der unten aufgelisteten Draeneiklassen.;15088;
5157;Worgen mit Klasse;Erreicht Stufe 85 mit jeder der unten aufgelisteten Worgenklassen.;15088;
5158;Spitzenklasse;Schließt die unten aufgelisteten Klassenerfolge ab.;15088;
5159;Todesschwadron;Erringt 100.000 ehrenhafte Siege.;15078;
5160;Orcs mit Klasse;Erreicht Stufe 85 mit jeder der unten aufgelisteten Orcklassen.;15088;
5161;Tauren mit Klasse;Erreicht Stufe 85 mit jeder der unten aufgelisteten Taurenklassen.;15088;
5162;Trolle mit Klasse;Erreicht Stufe 85 mit jeder der unten aufgelisteten Trollklassen.;15088;
5163;Blutelfen mit Klasse;Erreicht Stufe 85 mit jeder der unten aufgelisteten Blutelfenklassen.;15088;
5164;Untote mit Klasse;Erreicht Stufe 85 mit jeder der unten aufgelisteten Untotenklassen.;15088;
5165;Goblins mit Klasse;Erreicht Stufe 85 mit jeder der unten aufgelisteten Goblinklassen.;15088;
5166;Flaggenbunkerer;Gewinnt 100 gewertete Schlachten im Arathibecken, während Ihr alle 5 Flaggen in einer Gildengruppe kontrolliert.;15090;
5167;Orcschlächter;Erringt einen ehrenhaften Sieg über je einen Vertreter der unten aufgelisteten Orcklassen mit der Stufe 85 oder höher.;15078;
5168;Taurenschlächter;Erringt einen ehrenhaften Sieg über je einen Vertreter der unten aufgelisteten Taurenklassen mit der Stufe 85 oder höher.;15078;
5169;Untotenschlächter;Erringt einen ehrenhaften Sieg über je einen Vertreter der unten aufgelisteten Untotenklassen mit der Stufe 85 oder höher.;15078;
5170;Trollschlächter;Erringt einen ehrenhaften Sieg über je einen Vertreter der unten aufgelisteten Trollklassen mit der Stufe 85 oder höher.;15078;
5171;Blutelfenschlächter;Erringt einen ehrenhaften Sieg über je einen Vertreter der unten aufgelisteten Blutelfklassen mit der Stufe 85 oder höher.;15078;
5172;Goblinschlächter;Erringt einen ehrenhaften Sieg über je einen Vertreter der unten aufgelisteten Goblinklassen mit der Stufe 85 oder höher.;15078;
5173;Menschenschlächter;Erringt einen ehrenhaften Sieg über je einen Vertreter der unten aufgelisteten Menschenklassen mit der Stufe 85 oder höher.;15078;
5174;Nachtelfenschlächter;Erringt einen ehrenhaften Sieg über je einen Vertreter der unten aufgelisteten Nachtelfenklassen mit der Stufe 85 oder höher.;15078;
5175;Zwergenschlächter;Erringt einen ehrenhaften Sieg über je einen Vertreter der unten aufgelisteten Zwergenklassen mit der Stufe 85 oder höher.;15078;
5176;Gnomenschlächter;Erringt einen ehrenhaften Sieg über je einen Vertreter der unten aufgelisteten Gnomenklassen mit der Stufe 85 oder höher.;15078;
5177;Draeneischlächter;Erringt einen ehrenhaften Sieg über je einen Vertreter der unten aufgelisteten Draeneiklassen mit der Stufe 85 oder höher.;15078;
5178;Worgenschlächter;Erringt einen ehrenhaften Sieg über je einen Vertreter der unten aufgelisteten Worgenklassen mit der Stufe 85 oder höher.;15078;
5179;Schlächter der Allianz;Schließt die unten aufgelisteten „Schlächter“-Erfolge ab.;15078;
5180;Durchbrechen der Schallgrenze;Erlernt das meisterhafte Reiten.;92;
5184;Donnerzorn, Gesegnete Klinge des Windsuchers - Gildenedition;Träger von Donnerzorn, Gesegnete Klinge des Windsuchers;15079;
5185;Kriegsgleven von Azzinoth - Gildenedition;Besitzer eines Sets Kriegsgleven von Azzinoth;15079;
5186;Thori'dal, Furor der Sterne - Gildenedition;Träger von Thori'dal, Furor der Sterne;15079;
5187;Val'anyr, Hammer der Uralten Könige - Gildenedition;Träger von Val'anyr, Hammer der Uralten Könige;15079;
5188;Schattengram - Gildenedition;Träger von Schattengram;15079;
5191;Tragödie in Drei Akten;Findet die folgenden Artefakte der Nachtelfen, die Euch die schicksalhafte Geschichte von Pyramond und Theleste erzählen.;15071;
5192;Um so tiefer der Sturz;Findet heraus, wie Orchäuptling Hargal umkam, indem Ihr die folgenden Artefakte sammelt.;15071;
5193;Es nimmt kein Ende;Findet heraus, wer den Schreckenswyrm Kaldrigos erschlug, indem Ihr die folgenden Artefakte sammelt.;15071;
5194;Städtestürmer;Bezwingt 2.500 gegnerische Spieler in einer Heimatstadt der Allianz.;15078;
5195;Städtestürmer;Bezwingt 2.500 gegnerische Spieler in einer Heimatstadt der Horde.;15078;
5196;Erweiterte Lagerung;Erwerbt das 7. Gildenbankfach.;15088;
5198;Das ist mal ein Erfolg!;Erlangt 2.000 Gildenerfolgspunkte.;15088;
5201;Profitteilung;Plündert 100.000 Gold von Kreaturen.;15088;
5203;Hinterlistig;Erringt 1.000.000 ehrenhafte Siege.;15078;
5208;Doppel auf dem Doppelgipfel;Gewinnt 2 Schlachten auf den Zwillingsgipfeln.;15074;
5209;Veteran der Zwillingsgipfel;Schließt 100 Siege auf den Zwillingsgipfeln ab.;15074;
5210;Doppelt gemoppelt;Ergreift und erobert persönlich zweimal die Flagge auf den Zwillingsgipfeln.;15074;
5211;Weltklasse-Verteidiger;Bringt als Verteidiger auf den Zwillingsgipfeln 50 Flaggen zurück.;15074;
5213;Gipfelstürmer;Tötet 100 Flaggenträger auf den Zwillingsgipfeln.;15074;
5214;Gipfelstürmer;Tötet 100 Flaggenträger auf den Zwillingsgipfeln.;15074;
5215;Perfektion auf den Zwillingsgipfeln;Gewinnt die Zwillingsgipfel mit einer Wertung von 3 zu 0 und mit mindestens einem ausgeführten Todesstoß.;15074;
5216;Gipfel der Geschwindigkeit;Gewinnt die Zwillingsgipfel in unter 7 Minuten.;15074;
5219;Ich bin in der weißen Hütte;Tötet in einer einzigen Schlacht auf den Zwillingsgipfeln 2 Flaggenträger, bevor sie die Wildhammerfeste verlassen.;15074;
5220;Ich bin in der schwarzen Hütte;Tötet in einer einzigen Schlacht auf den Zwillingsgipfeln 2 Flaggenträger, bevor sie den Drachenmalflaggenraum verlassen.;15074;
5221;Sprinttraining;Ergreift die Flagge und erobert sie in weniger als 75 Sekunden.;15074;
5222;Sprinttraining;Ergreift die Flagge und erobert sie in weniger als 75 Sekunden.;15074;
5223;Meister der Zwillingsgipfel;Schließt die unten aufgelisteten Zwillingsgipfelerfolge ab.;15074;
5226;Auf Wolke sieben;Erobert in einer einzigen Schlacht auf den Zwillingsgipfeln insgesamt 9 Flaggen und bringt sie zurück.;15074;
5227;Auf Wolke sieben;Erobert in einer einzigen Schlacht auf den Zwillingsgipfeln insgesamt 9 Flaggen und bringt sie zurück.;15074;
5228;Zwergjäger;Tötet 5 Zwerge in einer einzigen Schlacht auf den Zwillingsgipfeln.;15074;
5229;Orcjäger;Tötet 5 Orcs in einer einzigen Schlacht auf den Zwillingsgipfeln.;15074;
5230;Gebirgsjäger auf dem Zwillingsgipfel;Führt ein Brüllen (/brüllen) aus, während Ihr unter dem Einfluss sowohl eines Geschwindigkeitszaubers als auch eines 'Berserker'-Stärkungszaubers steht und die Flagge haltet.;15074;
5231;Aufholjagd;Gewinnt eine Schlacht auf den Zwillingsgipfeln, nachdem Ihr einen Rückstand von 0 zu 2 aufgeholt habt.;15074;
5232;Schlachten auf den Zwillingsgipfeln;Schlachten auf den Zwillingsgipfeln;153;
5233;Siege auf den Zwillingsgipfeln;Siege auf den Zwillingsgipfeln;153;
5234;Flaggen auf den Zwillingsgipfeln erobert;Flaggen auf den Zwillingsgipfeln erobert;153;
5235;Flaggen auf den Zwillingsgipfeln zurückgebracht;Flaggen auf den Zwillingsgipfeln zurückgebracht;153;
5236;Schlachten um Gilneas;Schlachten um Gilneas;153;
5237;Siege in der Schlacht um Gilneas;Siege in der Schlacht um Gilneas;153;
5239;Das war ein ganzer Haufen Questtexte;Schließt 50.000 Quests ab.;15077;
5240;Das nenn' ich Teamwork;Gewinnt 1.000 gewertete Schlachtfelder, während Ihr in einer Gildengruppe seid.;15090;
5241;Zusammenbleiben, Team!;Gewinnt 2.000 gewertete Schlachtfelder, während Ihr in einer Gildengruppe seid.;15090;
5244;Eine Teamleistung;Gewinnt 5.000 gewertete Schlachtfelder, während Ihr in einer Gildengruppe seid.;15090;
5245;Sieg in der Schlacht um Gilneas;Gewinnt die Schlacht um Gilneas.;15073;
5246;Veteran der Schlacht um Gilneas;Erringt 100 Siege in der Schlacht um Gilneas.;15073;
5247;Perfektion in der Schlacht um Gilneas;Gewinnt die Schlacht um Gilneas mit einer Wertung von 2.000 zu 0.;15073;
5248;Flaggenjäger;Ergreift 50 Flaggen in der Schlacht um Gilneas.;15073;
5249;Angriffswunder;Greift in einer einzigen Schlacht um Gilneas 2 Basen an.;15073;
5250;Verteidigungswunder;Verteidigt in einer einzigen Schlacht um Gilneas 2 Basen.;15073;
5251;Überdurchschnittliche Kompetenz;Eilt 10-mal zur Verteidigung einer Basis in der Schlacht um Gilneas, indem Ihr die Flagge zurückerobert.;15073;
5252;Nicht übermütig werden, Kumpel;Übersteht einen Ressourcennachteil von 500 in einer Schlacht um Gilneas und erringt den Sieg.;15073;
5253;Alles im Griff;Gewinnt 10 Schlachten um Gilneas, während Ihr alle 3 Flaggen kontrolliert.;15073;
5254;Noobs im Fleischwolf;Gewinnt eine Schlacht um Gilneas in 6 Minuten.;15073;
5255;Souverän *hust*;Gewinnt eine Schlacht um Gilneas mit 100 Punkten Vorsprung oder weniger.;15073;
5256;Held der Schlacht um Gilneas;Greift in einer einzigen Schlacht um Gilneas eine Basis an und verteidigt ebenso eine.;15073;
5257;Schlacht um Gilneas' Auftragsmörder;Erringt in einer einzigen Schlacht um Gilneas 10 ehrenhafte Siege an jeder der Basen.;15073;
